Wind,,,,,,,,,,,,
时间区间,2006-10-08:2020-03-06,2006-10-08:2020-03-06,2004-05-24:2020-03-06,2006-10-08:2020-03-06,1999-01-04:2020-03-06,1997-06-20:2020-03-06,2006-10-08:2020-03-06,2006-10-08:2020-03-06,2006-10-08:2020-03-06,2007-12-14:2020-03-06,2007-12-14:2020-03-06,2007-12-14:2020-03-06
频率,日,日,日,日,日,日,日,日,日,日,日,日
指标名称,SHIBOR1M,SHIBOR3M,IBO001,SHIBOR6M,R007,B0,SHIBORO/N,SHIBOR1W,SHIBOR2W,国债到期收益率:6个月,国债到期收益率:1年,国债到期收益率:2年
2017-10-18,4.0342,4.3729,2.6424,4.3887,3.1788,3.1749,2.5960,2.8468,3.7719,3.4007,3.4863,3.5457
2017-10-19,4.0285,4.3737,2.6344,4.3892,3.0742,3.0693,2.5920,2.8405,3.7758,3.4048,3.5014,3.5458
2017-10-20,4.0235,4.3758,2.6216,4.3883,2.9898,2.9840,2.5782,2.8379,3.7812,3.4093,3.4989,3.5448
2017-10-23,4.0200,4.3793,2.6758,4.3888,2.9860,2.9841,2.6160,2.8341,3.7879,3.4196,3.4779,3.5531
2017-10-24,4.0186,4.3803,2.6858,4.3892,3.1493,3.1406,2.6340,2.8343,3.7950,3.4110,3.4840,3.5500
2017-10-25,4.0188,4.3830,2.7108,4.3891,3.5654,3.5566,2.6640,2.8594,3.8020,3.4238,3.4525,3.5460
2017-10-26,4.0190,4.3845,2.7332,4.3916,3.7400,3.7318,2.6937,2.8699,3.8070,3.4090,3.5034,3.5929
2017-10-27,4.0194,4.3901,2.7620,4.3926,3.5910,3.5941,2.7181,2.8788,3.8206,3.4179,3.5021,3.5683
2017-10-30,4.0200,4.3926,2.8108,4.3936,3.8268,3.8175,2.7200,2.8880,3.8343,3.4551,3.4918,3.5796
2017-10-31,4.0270,4.3954,2.9068,4.3978,3.9304,3.9175,2.7360,2.8940,3.8460,3.4848,3.5699,3.6582
2017-11-01,4.0290,4.4080,2.8009,4.4034,3.5510,3.5404,2.7390,2.8940,3.8500,3.4796,3.5565,3.6144
2017-11-02,4.0289,4.4099,2.6868,4.4101,3.0997,3.0930,2.6260,2.8590,3.8360,3.4477,3.5613,3.6417
2017-11-03,4.0133,4.4217,2.6286,4.4165,2.9142,2.9116,2.5772,2.8249,3.8287,3.4520,3.5582,3.6422
2017-11-06,4.0059,4.4294,2.5732,4.4297,2.9302,2.9222,2.5120,2.7970,3.8122,3.4948,3.5946,3.6491
2017-11-07,3.9975,4.4314,2.6095,4.4319,3.0141,3.0063,2.5520,2.7878,3.7999,3.4796,3.5994,3.6491
2017-11-08,3.9935,4.4377,2.6412,4.4390,3.0698,3.0646,2.5950,2.7892,3.7980,3.4699,3.5587,3.6318
2017-11-09,4.0034,4.4568,2.7029,4.4489,3.2299,3.2235,2.6460,2.8110,3.8000,3.4789,3.5777,3.6522
2017-11-10,4.0104,4.4747,2.7776,4.4569,3.3993,3.3919,2.7170,2.8455,3.8120,3.5038,3.5876,3.6594
2017-11-13,4.0132,4.5155,2.8655,4.4675,3.4417,3.4337,2.7870,2.8592,3.8228,3.5683,3.5571,3.6714
2017-11-14,4.0144,4.5346,2.8890,4.4968,3.5785,3.5621,2.8270,2.8765,3.8330,3.5458,3.6214,3.7036
2017-11-15,4.0164,4.5455,2.8801,4.5227,3.7149,3.7077,2.8060,2.8860,3.8400,3.5883,3.6015,3.6730
2017-11-16,4.0270,4.5656,2.8715,4.5437,3.4924,3.4845,2.8000,2.8860,3.8430,3.6009,3.6046,3.6489
2017-11-17,4.0307,4.6016,2.7972,4.5804,3.2785,3.2630,2.7380,2.8650,3.8460,3.5662,3.5925,3.6917
2017-11-20,4.0301,4.6222,2.8487,4.6060,3.3609,3.3515,2.7860,2.8590,3.8500,3.6354,3.6130,3.6706
2017-11-21,4.0351,4.6243,2.8867,4.6086,3.6711,3.6614,2.8080,2.8610,3.8530,3.6598,3.6114,3.6718
2017-11-22,4.0376,4.6375,2.8839,4.6159,3.8390,3.8291,2.8090,2.8680,3.8600,3.6569,3.5634,3.6843
2017-11-23,4.0388,4.6518,2.8850,4.6236,3.7353,3.7220,2.8030,2.8710,3.8700,3.6715,3.6387,3.7272
2017-11-24,4.0379,4.6722,2.8713,4.6344,3.8276,3.8213,2.7970,2.8730,3.8720,3.6931,3.6277,3.6830
2017-11-27,4.0368,4.7103,2.8767,4.6495,3.7135,3.7054,2.8190,2.8830,3.8750,3.6850,3.6730,3.7256
2017-11-28,4.0367,4.7280,2.8658,4.6660,4.0401,4.0326,2.7990,2.8830,3.8790,3.8121,3.6783,3.7164
2017-11-29,4.0370,4.7438,2.7330,4.6796,3.8347,3.8313,2.6830,2.8770,3.8810,3.6483,3.6716,3.7130
2017-11-30,4.0720,4.7594,2.8782,4.7030,3.6794,3.6613,2.7880,2.8980,3.8840,3.6555,3.6341,3.6990
2017-12-01,4.1632,4.7639,2.6988,4.7093,3.1112,3.1013,2.6420,2.8510,3.8760,3.6666,3.6303,3.6936
2017-12-04,4.2384,4.7804,2.6656,4.7220,2.9893,2.9838,2.6000,2.8160,3.8600,3.7434,3.6204,3.6834
2017-12-05,4.3039,4.7901,2.6268,4.7312,3.0417,3.0354,2.5790,2.7990,3.8530,3.7340,3.6317,3.6983
2017-12-06,4.3394,4.7830,2.6222,4.7322,3.0565,3.0467,2.5730,2.7870,3.8490,3.7002,3.6328,3.6860
2017-12-07,4.3950,4.7873,2.6304,4.7343,3.0860,3.0770,2.5850,2.7910,3.8510,3.8061,3.7411,3.7462
2017-12-08,4.4335,4.7918,2.6518,4.7485,3.1033,3.0973,2.6080,2.7990,3.8510,3.7816,3.7353,3.7405
2017-12-11,4.4574,4.7992,2.7257,4.7629,3.2515,3.2455,2.6880,2.8180,3.8510,3.8081,3.7648,3.7672
2017-12-12,4.4898,4.7990,2.7786,4.7703,3.4927,3.4864,2.7260,2.8300,3.8570,3.8542,3.7557,3.7681
2017-12-13,4.5240,4.8039,2.8480,4.7821,3.6175,3.6083,2.7880,2.8510,3.8630,3.9156,3.7780,3.7821
2017-12-14,4.5534,4.8144,2.8632,4.7963,3.5094,3.4998,2.8030,2.8680,3.8700,3.9745,3.7803,3.7819
2017-12-15,4.5814,4.8175,2.7965,4.8067,3.3518,3.3445,2.7240,2.8710,3.8710,3.9797,3.7693,3.7645
2017-12-18,4.6382,4.8348,2.7727,4.8097,3.4240,3.4117,2.7230,2.8710,3.8830,3.9790,3.7594,3.7527
2017-12-19,4.6869,4.8385,2.7911,4.8120,3.5055,3.4936,2.7410,2.8730,3.8910,3.9960,3.7638,3.7526
2017-12-20,4.7377,4.8559,2.7681,4.8322,3.3650,3.3563,2.7300,2.8740,3.8980,3.9815,3.7898,3.7541
2017-12-21,4.7718,4.8676,2.7118,4.8473,3.1778,3.1719,2.6650,2.8710,3.9040,3.9648,3.7740,3.7927
2017-12-22,4.8402,4.8908,2.6638,4.8698,3.0297,3.0174,2.6120,2.8670,3.9090,3.9546,3.7821,3.7838
2017-12-25,4.9162,4.9092,2.6080,4.8885,3.5167,3.5060,2.5690,2.8810,3.9194,3.8899,3.7818,3.7902
2017-12-26,4.9277,4.9090,2.6296,4.8839,4.5459,4.5342,2.5890,2.8920,3.9350,3.8500,3.7849,3.7904
2017-12-27,4.9300,4.9129,2.7072,4.8804,5.0432,5.0380,2.6660,2.9050,3.9570,3.8689,3.7903,3.7855
2017-12-28,4.9320,4.9123,2.7120,4.8821,6.9366,6.8096,2.6720,2.9250,3.9720,3.8848,3.8004,3.7966
2017-12-29,4.9352,4.9133,2.9184,4.8823,5.4198,5.6101,2.8400,2.9540,3.9890,3.8868,3.7984,3.7847
2018-01-02,4.7430,4.8040,2.6893,4.8310,3.1173,3.1131,2.6570,2.8390,3.9430,3.8848,3.6958,3.7793
2018-01-03,4.6220,4.7300,2.6311,4.7830,2.9998,2.9981,2.5635,2.7850,3.8700,3.7154,3.6691,3.6980
2018-01-04,4.4760,4.6870,2.5723,4.7380,2.9286,2.9252,2.5050,2.7600,3.8020,3.6797,3.6575,3.6972
2018-01-05,4.3756,4.6637,2.5378,4.7118,2.8161,2.8162,2.4840,2.7450,3.7490,3.6193,3.5537,3.6416
2018-01-08,4.2886,4.6594,2.5193,4.7052,2.7989,2.7943,2.4610,2.7370,3.7200,3.4532,3.5344,3.6143
2018-01-09,4.2209,4.6570,2.5779,4.7026,2.9488,2.9430,2.5290,2.7440,3.6980,3.4939,3.5374,3.6143
2018-01-10,4.1821,4.6607,2.6830,4.6990,3.1127,3.1117,2.6430,2.7760,3.7060,3.4801,3.5535,3.5996
2018-01-11,4.1632,4.6701,2.8641,4.7049,3.4292,3.4149,2.8320,2.8320,3.7760,3.5420,3.5820,3.6280
2018-01-12,4.1134,4.6791,2.8675,4.7085,3.3848,3.3807,2.8300,2.8640,3.8080,3.5340,3.5563,3.6044
2018-01-15,4.0904,4.6830,2.8482,4.7139,3.4427,3.4337,2.7940,2.8600,3.8160,3.4752,3.5703,3.6289
2018-01-16,4.0941,4.6843,2.8327,4.7124,3.4043,3.3944,2.7850,2.8790,3.8280,3.5278,3.5800,3.6017
2018-01-17,4.0905,4.6935,2.8409,4.7133,3.7200,3.6686,2.7650,2.8780,3.8370,3.4818,3.5599,3.6168
2018-01-18,4.0921,4.7044,2.8405,4.7154,3.8133,3.8007,2.7655,2.8780,3.8430,3.5277,3.5704,3.6098
2018-01-19,4.1113,4.7115,2.9014,4.7216,3.3619,3.3578,2.8360,2.8910,3.8460,3.5243,3.5639,3.6047
2018-01-22,4.1122,4.7122,2.8161,4.7272,3.2366,3.2316,2.7710,2.8890,3.8540,3.5252,3.5272,3.5686
2018-01-23,4.1123,4.7163,2.6520,4.7278,3.1280,3.1134,2.6020,2.8630,3.8600,3.5356,3.5329,3.5720
2018-01-24,4.1183,4.7267,2.6397,4.7268,3.0726,3.0655,2.5740,2.8320,3.8630,3.5566,3.5409,3.5729
2018-01-25,4.1269,4.7317,2.6112,4.7297,3.3646,3.3599,2.5634,2.8498,3.8600,3.5211,3.5393,3.5828
2018-01-26,4.1257,4.7292,2.5902,4.7270,3.3397,3.3310,2.5506,2.8420,3.8600,3.4780,3.5066,3.5604
2018-01-29,4.1276,4.7270,2.6088,4.7287,3.2827,3.2792,2.5660,2.8420,3.8630,3.5077,3.5051,3.5611
2018-01-30,4.1288,4.7267,2.5708,4.7299,3.2783,3.2650,2.5540,2.8380,3.8580,3.5042,3.5079,3.5444
2018-01-31,4.1289,4.7257,2.6271,4.7300,3.1852,3.1794,2.5940,2.8298,3.8552,3.4998,3.4984,3.5436
2018-02-01,4.1329,4.7276,2.5563,4.7320,2.9119,2.9109,2.5154,2.7925,3.8642,3.4963,3.4784,3.5254
2018-02-02,4.1293,4.7278,2.5614,4.7322,2.8922,2.8804,2.5173,2.7880,3.8670,3.4800,3.4476,3.5149
2018-02-05,4.1070,4.7258,2.5744,4.7323,2.8505,2.8462,2.5305,2.7758,3.8720,3.4417,3.4625,3.5398
2018-02-06,4.0887,4.7206,2.5779,4.7313,2.8942,2.8851,2.5390,2.7706,3.8750,3.3252,3.4064,3.5196
2018-02-07,4.0809,4.7070,2.6144,4.7302,2.8692,2.8454,2.5710,2.7710,3.8830,3.3434,3.3916,3.5079
2018-02-08,4.0780,4.6960,2.6093,4.7291,3.0634,3.0638,2.5720,2.9040,3.8850,3.3247,3.3940,3.5093
2018-02-09,4.0740,4.6936,2.6011,4.7290,3.0154,3.0135,2.5890,2.9180,3.8920,3.3302,3.3913,3.5203
2018-02-11,4.0694,4.6974,2.6361,4.7289,2.9089,2.9086,2.6080,2.9170,3.9080,0.0000,0.0000,0.0000
2018-02-12,4.0750,4.6960,2.6257,4.7269,3.1647,3.1444,2.5850,2.9180,3.9190,3.3274,3.3992,3.5239
2018-02-13,4.0705,4.7006,2.6269,4.7287,3.2335,3.2009,2.5870,2.9280,3.9480,3.3167,3.4110,3.5351
2018-02-14,4.0751,4.7031,2.9698,4.7280,2.8893,2.8815,2.7230,2.9100,3.8760,3.2793,3.3976,3.5235
2018-02-22,4.0666,4.7054,2.6957,4.7268,3.2644,3.2596,2.6310,2.8910,3.8550,3.3167,3.3898,3.5039
2018-02-23,4.0557,4.7076,2.6087,4.7307,3.1533,3.1531,2.5970,2.8810,3.8630,3.3295,3.3957,3.5179
2018-02-24,4.0526,4.7078,2.5802,4.7291,2.8962,2.8924,2.5600,2.8760,3.8580,0.0000,0.0000,0.0000
2018-02-26,4.0443,4.7128,2.6150,4.7290,3.3230,3.3136,2.5710,2.8700,3.8459,3.2812,3.3038,3.4034
2018-02-27,4.0380,4.7103,2.6062,4.7270,3.3969,3.3887,2.5610,2.8610,3.8329,3.2934,3.2104,3.3561
2018-02-28,4.0428,4.7131,2.7895,4.7287,3.5106,3.5076,2.7080,2.9060,3.8420,3.2587,3.2438,3.4148
2018-03-01,4.0403,4.7154,2.7452,4.7289,3.2200,3.2172,2.6910,2.8960,3.8390,3.2460,3.2630,3.3921
2018-03-02,4.0451,4.7191,2.8327,4.7319,3.2782,3.2657,2.7730,2.8970,3.8380,3.2738,3.2644,3.3929
2018-03-05,4.0726,4.7220,2.7129,4.7332,3.2964,3.2867,2.6520,2.8940,3.8400,3.2632,3.3184,3.4389
2018-03-06,4.1453,4.7332,2.6691,4.7334,3.2060,3.1955,2.6170,2.8860,3.8390,3.2382,3.2921,3.4201
2018-03-07,4.1936,4.7364,2.6391,4.7404,3.0619,3.0569,2.5920,2.8730,3.8360,3.2406,3.2924,3.4226
2018-03-08,4.2544,4.7407,2.6211,4.7468,3.0066,2.9982,2.5700,2.8620,3.8330,3.2209,3.2763,3.4022
2018-03-09,4.3265,4.7410,2.6280,4.7508,2.9668,2.9581,2.5730,2.8570,3.8290,3.2260,3.2839,3.4159
2018-03-12,4.3707,4.7350,2.6383,4.7518,3.0477,3.0403,2.5860,2.8580,3.8280,3.2080,3.2810,3.4105
2018-03-13,4.4071,4.7250,2.7046,4.7518,3.2852,3.2801,2.6370,2.8700,3.8280,3.2124,3.2952,3.4315
2018-03-14,4.4578,4.7190,2.6879,4.7568,3.1572,3.1541,2.6330,2.8690,3.8270,3.2043,3.2740,3.4174
2018-03-15,4.4908,4.7139,2.6887,4.7588,3.1589,3.1476,2.6320,2.8660,3.8260,3.2114,3.2896,3.4284
2018-03-16,4.5101,4.7120,2.6389,4.7488,3.0267,3.0080,2.5860,2.8650,3.8270,3.2206,3.3146,3.4585
2018-03-19,4.5121,4.7040,2.6136,4.7418,3.0577,3.0518,2.5610,2.8630,3.8250,3.2088,3.2952,3.4227
2018-03-20,4.5093,4.6850,2.6144,4.7340,3.1598,3.1524,2.5580,2.8610,3.8270,3.1791,3.3179,3.4453
2018-03-21,4.5042,4.6751,2.6102,4.7185,3.0669,3.0621,2.5590,2.8580,3.8360,3.2051,3.2628,3.3949
2018-03-22,4.4662,4.6621,2.6042,4.7095,3.0200,3.0148,2.5490,2.8538,3.8480,3.1583,3.2714,3.4166
2018-03-23,4.4364,4.6489,2.6067,4.7005,2.9982,2.9879,2.5450,2.8464,3.8550,3.0633,3.2468,3.4287
2018-03-26,4.4094,4.6351,2.5987,4.6925,3.5600,3.5586,2.5430,2.8620,3.8550,3.1633,3.2643,3.4047
2018-03-27,4.3906,4.6239,2.6481,4.6606,3.5826,3.5770,2.5935,2.8740,3.8645,3.1856,3.3128,3.4336
2018-03-28,4.3421,4.6174,2.6506,4.6656,4.0034,3.9981,2.5920,2.8890,3.8655,3.1817,3.3234,3.4636
2018-03-29,4.3133,4.5247,2.6320,4.6053,4.0126,4.0100,2.5810,2.8958,3.8710,3.1860,3.3153,3.4488
2018-03-30,4.2884,4.4615,2.8323,4.5686,4.1911,4.1771,2.6900,2.9166,3.8810,3.1796,3.3387,3.4512
2018-04-02,4.1879,4.4052,2.6711,4.5309,3.0314,3.0269,2.6220,2.8830,3.8465,3.1589,3.3001,3.4519
2018-04-03,4.1268,4.3506,2.6155,4.4931,3.0151,3.0109,2.5740,2.8700,3.8370,3.1100,3.3159,3.4537
2018-04-04,4.0597,4.3101,2.4838,4.4740,2.8090,2.8048,2.4690,2.8300,3.7810,3.0702,3.2560,3.4227
2018-04-08,4.0110,4.2781,2.4712,4.4424,2.7369,2.7364,2.4460,2.8120,3.7430,0.0000,0.0000,0.0000
2018-04-09,3.9701,4.2579,2.5755,4.4140,2.8312,2.8268,2.5280,2.8060,3.7170,3.1126,3.2632,3.3947
2018-04-10,3.9150,4.2290,2.6022,4.3940,2.8805,2.8787,2.5510,2.8070,3.6930,3.0917,3.2448,3.3909
2018-04-11,3.8710,4.2090,2.6197,4.3800,2.9048,2.9004,2.5610,2.8040,3.6840,3.1078,3.2382,3.3592
2018-04-12,3.8420,4.1990,2.6034,4.3670,2.8285,2.8227,2.5570,2.8000,3.6740,3.1192,3.2700,3.3456
2018-04-13,3.8250,4.1790,2.6090,4.3560,2.7892,2.7880,2.5570,2.7980,3.6710,3.0713,3.1696,3.2753
2018-04-16,3.8210,4.1730,2.6347,4.3510,2.9637,2.9603,2.5820,2.8020,3.6760,3.0117,3.1666,3.3287
2018-04-17,3.8340,4.1740,2.7211,4.3510,3.3669,3.3634,2.6650,2.8430,3.7150,3.0138,3.1584,3.2047
2018-04-18,3.8210,4.1030,2.7331,4.3130,3.5393,3.5318,2.6790,2.8580,3.7480,2.8124,3.0059,3.1674
2018-04-19,3.7910,4.0500,2.8104,4.2750,4.5872,4.5761,2.7330,2.8840,3.7820,2.8835,2.9901,3.0499
2018-04-20,3.7610,4.0170,2.8626,4.2380,4.5972,4.5761,2.7470,2.8930,3.8000,2.8894,3.0180,3.1097
2018-04-23,3.7510,4.0040,2.8636,4.2110,4.8065,4.7906,2.7240,2.9000,3.8070,2.7534,3.0584,3.1583
2018-04-24,3.7480,3.9910,2.9413,4.1930,6.1569,6.1174,2.7360,2.9070,3.8190,2.8449,3.0205,3.1845
2018-04-25,3.7800,3.9840,2.8727,4.1850,4.7907,4.7750,2.7280,2.9110,3.8210,2.8964,3.0363,3.1261
2018-04-26,3.8650,3.9920,2.8336,4.1830,4.6607,4.6467,2.7650,2.9250,3.8280,2.8416,2.9960,3.1608
2018-04-27,3.8990,4.0070,2.9536,4.1840,4.8037,4.7387,2.9210,2.9780,3.8600,2.8123,3.0215,3.1433
2018-04-28,3.9000,4.0050,2.8704,4.1800,3.0496,3.0461,2.8240,2.9720,3.8680,0.0000,0.0000,0.0000
2018-05-02,3.8930,4.0030,2.7592,4.1740,3.3984,3.3934,2.7200,2.8920,3.8240,2.8050,3.0350,3.2032
2018-05-03,3.8700,3.9930,2.7173,4.1620,3.1240,3.1191,2.6810,2.8520,3.7830,2.7701,2.9910,3.1717
2018-05-04,3.8510,3.9930,2.6242,4.1540,2.8605,2.8577,2.5940,2.8060,3.7353,2.7356,2.9563,3.1562
2018-05-07,3.8400,3.9943,2.6287,4.1500,2.8868,2.8838,2.5820,2.7680,3.6920,2.7588,2.9543,3.1410
2018-05-08,3.8290,3.9994,2.6120,4.1510,2.8189,2.8144,2.5750,2.7510,3.6630,2.7752,2.9423,3.1260
2018-05-09,3.8160,4.0130,2.5550,4.1520,2.8733,2.8709,2.5200,2.7340,3.6390,2.7364,2.9415,3.1020
2018-05-10,3.8060,4.0340,2.5460,4.1520,2.8194,2.8147,2.5090,2.7230,3.6210,2.7896,2.9209,3.0771
2018-05-11,3.7990,4.0500,2.5191,4.1550,2.7952,2.7936,2.4870,2.7130,3.6060,2.8249,2.9710,3.0961
2018-05-14,3.8010,4.0600,2.6168,4.1620,2.8994,2.8959,2.5800,2.7380,3.5940,2.8927,2.9922,3.1516
2018-05-15,3.8130,4.0720,2.6956,4.1720,3.2108,3.2000,2.6410,2.7730,3.6110,2.8685,2.9919,3.1599
2018-05-16,3.8250,4.0820,2.8079,4.1880,3.4569,3.4506,2.7660,2.8350,3.6490,2.9383,3.0538,3.1991
2018-05-17,3.8310,4.1010,2.6377,4.1940,2.9978,2.9931,2.5970,2.8030,3.6490,2.9424,3.0338,3.1571
2018-05-18,3.8330,4.1470,2.6067,4.2020,2.8141,2.8069,2.5630,2.7680,3.6560,2.9942,3.0210,3.1359
2018-05-21,3.8320,4.1510,2.5668,4.2070,2.8412,2.8386,2.5270,2.7560,3.6690,2.9870,3.0401,3.1486
2018-05-22,3.8380,4.1600,2.5701,4.2070,2.8156,2.8149,2.5250,2.7550,3.6730,3.0082,3.1221,3.2031
2018-05-23,3.8410,4.1730,2.5684,4.2110,2.8917,2.8911,2.5300,2.7520,3.6790,3.0099,3.1179,3.1915
2018-05-24,3.8450,4.1930,2.5727,4.2150,2.8598,2.8561,2.5300,2.7510,3.6800,2.9790,3.1280,3.2157
2018-05-25,3.8470,4.2150,2.5712,4.2290,3.5671,3.5605,2.5280,2.7940,3.6870,2.9753,3.1009,3.2161
2018-05-28,3.8400,4.2420,2.5714,4.2430,3.7029,3.6920,2.5330,2.8060,3.6900,3.0317,3.1287,3.2178
2018-05-29,3.8500,4.2820,2.7871,4.2650,4.0040,3.9879,2.7420,2.8480,3.7150,2.9667,3.1187,3.2181
2018-05-30,3.8720,4.3120,2.9334,4.2890,4.4723,4.4616,2.8840,2.8950,3.7290,2.9917,3.1089,3.2291
2018-05-31,3.9050,4.3290,2.9859,4.2960,3.9655,3.9498,2.8310,2.8980,3.7350,3.0330,3.1391,3.2419
2018-06-01,3.9660,4.3390,2.8451,4.3040,3.2727,3.2694,2.8010,2.8970,3.7380,3.0479,3.1383,3.2538
2018-06-04,3.9930,4.3410,2.6291,4.3070,3.0686,3.0643,2.5990,2.8180,3.7270,3.0502,3.1503,3.2995
2018-06-05,4.0250,4.3460,2.6105,4.3080,2.9487,2.9453,2.5840,2.8020,3.7130,3.0532,3.1796,3.3149
2018-06-06,4.0420,4.3540,2.5879,4.3070,2.9916,2.9888,2.5620,2.7920,3.6890,3.0590,3.1827,3.3233
2018-06-07,4.0500,4.3500,2.5873,4.3070,2.9309,2.9249,2.5550,2.7830,3.6750,3.0991,3.2061,3.3280
2018-06-08,4.0540,4.3510,2.6025,4.3110,2.8772,2.8684,2.5630,2.7720,3.6620,3.0318,3.2034,3.3636
2018-06-11,4.0830,4.3530,2.6251,4.3130,2.8880,2.8853,2.5730,2.7760,3.6560,3.0488,3.2010,3.3628
2018-06-12,4.0870,4.3520,2.6406,4.3170,3.0561,3.0516,2.5840,2.7890,3.6590,3.0191,3.2280,3.3641
2018-06-13,4.1010,4.3510,2.6467,4.3210,3.2081,3.2005,2.5890,2.8000,3.6560,3.0321,3.2218,3.3547
2018-06-14,4.1070,4.3510,2.6477,4.3230,3.1888,3.1801,2.5910,2.8090,3.6650,3.0411,3.2135,3.3339
2018-06-15,4.1260,4.3520,2.6452,4.3320,3.0330,3.0253,2.5920,2.8100,3.6630,3.1754,3.2027,3.2912
2018-06-19,4.1440,4.3460,2.6498,4.3240,3.0737,3.0703,2.5900,2.8090,3.6900,3.1067,3.1810,3.2898
2018-06-20,4.1570,4.3340,2.6803,4.3260,3.2002,3.1951,2.6190,2.8220,3.7130,3.1260,3.2467,3.3379
2018-06-21,4.1570,4.3290,2.6472,4.3220,3.1030,3.0997,2.5930,2.8250,3.7350,3.1564,3.2585,3.3484
2018-06-22,4.1510,4.3050,2.6521,4.3120,2.9192,2.9167,2.5860,2.8190,3.7510,3.1303,3.2690,3.3694
2018-06-25,4.1340,4.2720,2.6172,4.3000,4.0178,4.0169,2.5640,2.8260,3.7600,3.1100,3.2441,3.3384
2018-06-26,4.1250,4.2610,2.5755,4.2960,4.5147,4.5150,2.5180,2.8310,3.7800,3.1722,3.2709,3.3436
2018-06-27,4.0970,4.2420,2.4879,4.2740,4.3364,4.3302,2.4450,2.8340,3.7930,3.1987,3.2761,3.3436
2018-06-28,4.0640,4.1920,2.3167,4.2410,4.5906,4.5762,2.2890,2.8410,3.8110,3.1227,3.2180,3.3010
2018-06-29,4.0310,4.1550,2.7905,4.2230,3.5843,3.5713,2.6280,2.8620,3.8250,3.0624,3.1342,3.2334
2018-07-02,4.0040,4.1040,2.5664,4.1930,2.8330,2.8259,2.5190,2.7800,3.7780,3.0290,3.0992,3.1980
2018-07-03,3.8824,3.9944,2.4749,4.1253,2.7756,2.7760,2.4200,2.7190,3.6580,3.0149,3.1475,3.2190
2018-07-04,3.7320,3.9190,2.2522,4.0510,2.7119,2.7104,2.1990,2.6620,3.4930,2.9185,3.0889,3.2054
2018-07-05,3.5710,3.8180,2.1854,3.9700,2.5081,2.5073,2.1320,2.6050,3.2920,2.9006,3.0567,3.1880
2018-07-06,3.4460,3.7400,2.0268,3.9040,2.5278,2.5231,1.9670,2.5880,3.1760,2.9953,3.0361,3.1722
2018-07-09,3.3400,3.6820,2.0394,3.8700,2.6228,2.6167,1.9910,2.6020,3.1040,2.8465,3.0676,3.2078
2018-07-10,3.2850,3.6490,2.3751,3.8470,2.7320,2.7312,2.3080,2.6570,3.0680,2.8722,3.0935,3.2466
2018-07-11,3.2410,3.6320,2.4624,3.8200,2.7507,2.7498,2.4060,2.6790,3.0450,2.8145,3.0956,3.2150
2018-07-12,3.2220,3.6260,2.5418,3.8050,2.6451,2.6460,2.4870,2.6860,3.0310,2.8611,3.0736,3.1931
2018-07-13,3.2080,3.6130,2.5248,3.7990,2.7128,2.7104,2.4800,2.6860,3.0270,2.9046,3.0771,3.2050
2018-07-16,3.2100,3.6080,2.5923,3.8000,2.8377,2.8340,2.5570,2.6990,3.0180,2.8331,3.0447,3.1449
2018-07-17,3.2151,3.6010,2.6262,3.8000,2.8743,2.8698,2.5910,2.7030,3.0070,2.8365,3.0315,3.1428
2018-07-18,3.2140,3.5880,2.5624,3.7930,2.8198,2.8175,2.5250,2.7020,2.9910,2.8496,3.0580,3.1720
2018-07-19,3.1980,3.5610,2.4670,3.7760,2.6728,2.6725,2.4160,2.6830,2.9730,2.8729,3.0719,3.1612
2018-07-20,3.1830,3.5360,2.3967,3.7480,2.6560,2.6544,2.3460,2.6750,2.9610,2.9020,3.0626,3.1768
2018-07-23,3.1620,3.5030,2.4217,3.7240,2.6995,2.6945,2.3620,2.6580,2.9360,2.8753,3.0698,3.1794
2018-07-24,3.1210,3.4750,2.3994,3.6900,2.6972,2.6967,2.3530,2.6550,2.9130,2.8754,3.0701,3.1751
2018-07-25,3.1030,3.4190,2.3827,3.6340,2.9063,2.9015,2.3490,2.6670,2.8970,2.8918,3.0361,3.1642
2018-07-26,3.0710,3.3630,2.3578,3.5560,2.8387,2.8392,2.3210,2.6600,2.8780,2.7522,3.0225,3.1186
2018-07-27,3.0350,3.3030,2.3349,3.5140,2.8034,2.8024,2.2840,2.6540,2.8530,2.7326,2.9356,3.0665
2018-07-30,2.9940,3.2330,2.2413,3.4330,2.7718,2.7687,2.1980,2.6510,2.8310,2.6804,2.9105,3.0306
2018-07-31,2.9650,3.1740,2.1190,3.3800,2.7497,2.7506,2.0660,2.6480,2.8120,2.6281,2.9711,3.0174
2018-08-01,2.9350,3.1190,2.0693,3.3330,2.6388,2.6382,2.0280,2.6220,2.7760,2.6039,2.8491,2.9773
2018-08-02,2.8840,3.0560,2.0255,3.2690,2.4149,2.4150,1.9700,2.5840,2.7200,2.6150,2.8061,2.9485
2018-08-03,2.8370,3.0030,1.8984,3.2130,2.3334,2.3315,1.8490,2.5250,2.6760,2.5510,2.7859,2.9400
2018-08-06,2.7910,2.9540,1.8704,3.1440,2.3472,2.3413,1.8190,2.4690,2.6060,2.5247,2.7157,2.9048
2018-08-07,2.7280,2.8950,1.6566,3.0680,2.3226,2.3160,1.6130,2.3860,2.5190,2.5016,2.5715,2.7747
2018-08-08,2.6780,2.8420,1.4643,2.9950,2.3404,2.3371,1.4220,2.3450,2.4530,2.5026,2.6047,2.8410
