,沪深300,,,,,,,,,,
,000300.SH,,,,,,,,,,
日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量,成交额,涨跌,涨跌幅,复权因子,换手率
Date,pre_close,open,high,low,close,volume,amt,chg,pct_chg,adjfactor,turn
2014-01-21,2165.9930,2168.4200,2197.9230,2168.4200,2187.4100,4030624700.0000,38590992772.0000,21.4170,0.9888,1.000000,0.1945
2014-01-22,2187.4100,2190.4320,2244.1330,2187.5340,2243.7960,7064137500.0000,64803357078.0000,56.3860,2.5778,1.000000,0.3410
2014-01-23,2243.7960,2242.2450,2248.9240,2228.0570,2231.8890,5634595100.0000,55726417393.0000,-11.9070,-0.5307,1.000000,0.2720
2014-01-24,2231.8890,2225.7580,2257.3550,2222.8930,2245.6780,6116767000.0000,59563444873.0000,13.7890,0.6178,1.000000,0.2952
2014-01-27,2245.6780,2233.0150,2233.2310,2211.7990,2215.9190,7034424600.0000,63503992484.0000,-29.7590,-1.3252,1.000000,0.3394
2014-01-28,2215.9190,2220.7850,2233.2570,2205.9720,2219.8550,5326913000.0000,49408754555.0000,3.9360,0.1776,1.000000,0.2570
2014-01-29,2219.8550,2225.7110,2233.0570,2219.9280,2227.7810,5022271700.0000,48788682770.0000,7.9260,0.3571,1.000000,0.2423
2014-01-30,2227.7810,2223.1630,2223.1630,2200.2240,2202.4500,4363230400.0000,43475960839.0000,-25.3310,-1.1371,1.000000,0.2104
2014-02-07,2202.4500,2187.3430,2212.4980,2177.1170,2212.4830,5045931500.0000,49597106433.0000,10.0330,0.4555,1.000000,0.2433
2014-02-10,2212.4830,2221.5400,2270.1940,2221.5400,2267.5340,8306571600.0000,81103244127.0000,55.0510,2.4882,1.000000,0.4005
2014-02-11,2267.5340,2267.7350,2296.5160,2262.5990,2285.5620,9922982900.0000,92688969126.0000,18.0280,0.7950,1.000000,0.4785
2014-02-12,2285.5620,2286.1870,2294.3170,2276.4440,2291.2460,7659216100.0000,73487379679.0000,5.6840,0.2487,1.000000,0.3692
2014-02-13,2291.2460,2288.4510,2307.4740,2278.2610,2279.5540,9621778900.0000,87352124305.0000,-11.6920,-0.5103,1.000000,0.4638
2014-02-14,2279.5540,2278.4000,2295.8520,2274.4290,2295.5750,6708299700.0000,64613327719.0000,16.0210,0.7028,1.000000,0.3234
2014-02-17,2295.5750,2308.7910,2315.5790,2293.5520,2311.6470,8783166600.0000,86871352624.0000,16.0720,0.7001,1.000000,0.4234
2014-02-18,2311.6470,2310.3090,2310.3090,2276.1080,2282.4420,8704974300.0000,88107267954.0000,-29.2050,-1.2634,1.000000,0.4190
2014-02-19,2282.4420,2280.9270,2317.4200,2274.1520,2308.6560,9935256100.0000,88341900374.0000,26.2140,1.1485,1.000000,0.4782
2014-02-20,2308.6560,2314.0880,2331.6980,2286.2030,2287.4360,10643953300.0000,91771595713.0000,-21.2200,-0.9191,1.000000,0.5123
2014-02-21,2287.4360,2284.0300,2287.8690,2250.6520,2264.2940,7636899300.0000,69908188663.0000,-23.1420,-1.0117,1.000000,0.3676
2014-02-24,2264.2940,2246.7150,2246.7150,2194.1640,2214.5090,8921593900.0000,79599146389.0000,-49.7850,-2.1987,1.000000,0.4294
2014-02-25,2214.5090,2216.5150,2225.2090,2150.0950,2157.9090,9323755100.0000,88306571728.0000,-56.6000,-2.5559,1.000000,0.4487
2014-02-26,2157.9090,2147.7370,2164.6980,2137.0790,2163.4050,7799329700.0000,68640581126.0000,5.4960,0.2547,1.000000,0.3754
2014-02-27,2163.4050,2170.8100,2180.0630,2150.1350,2154.1080,9010429600.0000,81587999653.0000,-9.2970,-0.4297,1.000000,0.4336
2014-02-28,2154.1080,2149.4460,2180.4740,2133.5480,2178.9710,7666805700.0000,70216798972.0000,24.8630,1.1542,1.000000,0.3690
2014-03-03,2178.9710,2173.9070,2194.2240,2167.9100,2190.3700,8207231400.0000,69408739897.0000,11.3990,0.5231,1.000000,0.3946
2014-03-04,2190.3700,2183.8580,2188.6010,2161.5890,2184.2730,7306925000.0000,64691438035.0000,-6.0970,-0.2784,1.000000,0.3513
2014-03-05,2184.2730,2187.3520,2189.0930,2159.5950,2163.9760,6133201500.0000,55669679402.0000,-20.2970,-0.9292,1.000000,0.2949
2014-03-06,2163.9760,2159.3970,2181.4270,2136.4540,2173.6340,6909376700.0000,61495023657.0000,9.6580,0.4463,1.000000,0.3322
2014-03-07,2173.6340,2170.0430,2189.3900,2161.4360,2168.3580,6426517700.0000,58693177974.0000,-5.2760,-0.2427,1.000000,0.3090
2014-03-10,2168.3580,2149.6760,2149.6760,2095.0670,2097.7870,7141640700.0000,63086412572.0000,-70.5710,-3.2546,1.000000,0.3434
2014-03-11,2097.7870,2092.6080,2118.7900,2088.7290,2108.6610,5762124300.0000,53075782462.0000,10.8740,0.5184,1.000000,0.2770
2014-03-12,2108.6610,2102.8010,2130.5860,2090.7570,2114.1340,7006974700.0000,60115239174.0000,5.4730,0.2595,1.000000,0.3369
2014-03-13,2114.1340,2119.5470,2149.4360,2115.9860,2140.3330,6922602800.0000,59163094375.0000,26.1990,1.2392,1.000000,0.3328
2014-03-14,2140.3330,2129.8700,2140.3840,2109.5750,2122.8360,5861773700.0000,49805247510.0000,-17.4970,-0.8175,1.000000,0.2818
2014-03-17,2122.8360,2132.7930,2143.1960,2118.9530,2143.0380,5240944500.0000,47571288733.0000,20.2020,0.9517,1.000000,0.2520
2014-03-18,2143.0380,2146.1240,2152.4620,2134.9230,2138.1330,5535413200.0000,54188441365.0000,-4.9050,-0.2289,1.000000,0.2661
2014-03-19,2138.1330,2131.2830,2131.2830,2101.2850,2120.8700,5930390500.0000,55283943974.0000,-17.2630,-0.8074,1.000000,0.2851
2014-03-20,2120.8700,2116.1850,2134.7920,2086.4970,2086.9670,6763128500.0000,58951601970.0000,-33.9030,-1.5985,1.000000,0.3251
2014-03-21,2086.9670,2079.8710,2163.2250,2077.7590,2158.7980,10402480700.0000,83560511769.0000,71.8310,3.4419,1.000000,0.5001
2014-03-24,2158.7980,2161.8980,2186.7310,2150.8710,2176.5540,10449198400.0000,81203913733.0000,17.7560,0.8225,1.000000,0.5023
2014-03-25,2176.5540,2170.7800,2191.4910,2164.6690,2174.4400,8687751000.0000,67548473561.0000,-2.1140,-0.0971,1.000000,0.4176
2014-03-26,2174.4400,2181.2310,2186.0780,2165.2170,2171.0470,5827617600.0000,50116023097.0000,-3.3930,-0.1560,1.000000,0.2801
2014-03-27,2171.0470,2168.3440,2186.8930,2146.9160,2155.7070,7127513200.0000,62175860350.0000,-15.3400,-0.7066,1.000000,0.3426
2014-03-28,2155.7070,2154.5150,2172.6680,2144.5840,2151.9650,7008607300.0000,60123341093.0000,-3.7420,-0.1736,1.000000,0.3369
2014-03-31,2151.9650,2156.0540,2165.2540,2134.4220,2146.3050,5545748800.0000,48105020054.0000,-5.6600,-0.2630,1.000000,0.2666
2014-04-01,2146.3050,2143.7170,2170.0950,2141.1510,2163.1150,4886640300.0000,43659064291.0000,16.8100,0.7832,1.000000,0.2349
2014-04-02,2163.1150,2166.0670,2182.6830,2164.0080,2180.7270,6503925700.0000,56777151867.0000,17.6120,0.8142,1.000000,0.3126
2014-04-03,2180.7270,2188.6420,2196.1380,2160.7470,2165.0080,7153603200.0000,57708859685.0000,-15.7190,-0.7208,1.000000,0.3438
2014-04-04,2165.0080,2157.9820,2186.1540,2155.2770,2185.4720,4794588800.0000,43912624261.0000,20.4640,0.9452,1.000000,0.2304
2014-04-08,2185.4720,2179.9200,2243.9700,2178.9050,2237.3160,9721911700.0000,85692893370.0000,51.8440,2.3722,1.000000,0.4668
2014-04-09,2237.3160,2239.7910,2246.7930,2228.9940,2238.6200,6635726800.0000,61178630422.0000,1.3040,0.0583,1.000000,0.3186
2014-04-10,2238.6200,2241.4520,2290.7420,2229.5150,2273.7610,11454540500.0000,101616815025.0000,35.1410,1.5698,1.000000,0.5500
2014-04-11,2273.7610,2269.5650,2281.1050,2261.1330,2270.6660,9061589700.0000,86154853765.0000,-3.0950,-0.1361,1.000000,0.4351
2014-04-14,2270.6660,2267.9430,2275.8300,2255.4560,2268.6130,6226499800.0000,60254151500.0000,-2.0530,-0.0904,1.000000,0.2990
2014-04-15,2268.6130,2261.4110,2261.4740,2225.6850,2229.4630,6821813000.0000,62599115638.0000,-39.1500,-1.7257,1.000000,0.3273
2014-04-16,2229.4630,2223.4680,2245.3150,2221.1530,2232.5260,5167801000.0000,47770218198.0000,3.0630,0.1374,1.000000,0.2479
2014-04-17,2232.5260,2238.7790,2241.6220,2221.9540,2224.8030,4833362800.0000,45096433749.0000,-7.7230,-0.3459,1.000000,0.2318
2014-04-18,2224.8030,2215.8790,2228.7700,2203.0470,2224.4790,5075799500.0000,45709617096.0000,-0.3240,-0.0146,1.000000,0.2434
2014-04-21,2224.4790,2209.9420,2231.7070,2186.7550,2187.2480,5627828000.0000,51856112765.0000,-37.2310,-1.6737,1.000000,0.2699
2014-04-22,2187.2480,2184.0170,2196.8490,2165.0750,2196.7950,5709469400.0000,52351993061.0000,9.5470,0.4365,1.000000,0.2738
2014-04-23,2196.7950,2191.2310,2205.5940,2187.3880,2194.6680,4776353100.0000,45191150830.0000,-2.1270,-0.0968,1.000000,0.2290
2014-04-24,2194.6680,2192.7690,2209.4540,2186.7630,2190.4740,4505891100.0000,41927012945.0000,-4.1940,-0.1911,1.000000,0.2160
2014-04-25,2190.4740,2195.8150,2201.7120,2167.6400,2167.8260,6024538300.0000,52092022381.0000,-22.6480,-1.0339,1.000000,0.2889
2014-04-28,2167.8260,2165.7730,2171.3850,2132.6950,2134.9690,6048518700.0000,49998809829.0000,-32.8570,-1.5157,1.000000,0.2897
2014-04-29,2134.9690,2134.4130,2159.3790,2131.7830,2158.4700,4820493100.0000,41550353157.0000,23.5010,1.1008,1.000000,0.2309
2014-04-30,2158.4700,2158.7620,2164.1750,2153.1240,2158.6590,4533462400.0000,39493022295.0000,0.1890,0.0088,1.000000,0.2170
2014-05-05,2158.6590,2152.5900,2161.7030,2131.2320,2156.4700,4934407300.0000,41470449799.0000,-2.1890,-0.1014,1.000000,0.2362
2014-05-06,2156.4700,2151.3880,2173.6180,2150.1120,2157.3280,4808651900.0000,41486451628.0000,0.8580,0.0398,1.000000,0.2302
2014-05-07,2157.3280,2151.4720,2153.7230,2136.9900,2137.3160,4460747000.0000,37751019661.0000,-20.0120,-0.9276,1.000000,0.2136
2014-05-08,2137.3160,2132.0360,2168.2060,2128.3180,2135.4960,4833245200.0000,40729772017.0000,-1.8200,-0.0852,1.000000,0.2314
2014-05-09,2135.4960,2138.8400,2141.5590,2120.5950,2133.9110,4918113500.0000,40242745273.0000,-1.5850,-0.0742,1.000000,0.2355
2014-05-12,2133.9110,2150.3130,2184.3320,2139.4830,2180.0540,8347256000.0000,66275508636.0000,46.1430,2.1624,1.000000,0.3994
2014-05-13,2180.0540,2180.0590,2185.0460,2167.7670,2174.8520,6491251800.0000,50241276089.0000,-5.2020,-0.2386,1.000000,0.3106
2014-05-14,2174.8520,2175.0940,2184.2210,2168.9970,2172.3720,4851420600.0000,39214123931.0000,-2.4800,-0.1140,1.000000,0.2321
2014-05-15,2172.3720,2169.2780,2171.4530,2142.3380,2144.0840,4673403200.0000,38938529216.0000,-28.2880,-1.3022,1.000000,0.2236
2014-05-16,2144.0840,2143.9260,2150.5000,2132.1860,2145.9520,4225319700.0000,34987586802.0000,1.8680,0.0871,1.000000,0.2021
2014-05-19,2145.9520,2139.3620,2139.3620,2105.7130,2115.1430,4289360700.0000,37135950607.0000,-30.8090,-1.4357,1.000000,0.2051
2014-05-20,2115.1430,2124.7080,2131.5670,2110.7200,2115.7710,3729968300.0000,31576339037.0000,0.6280,0.0297,1.000000,0.1784
2014-05-21,2115.7710,2106.7620,2136.1000,2096.5140,2135.9050,3894604200.0000,32246807970.0000,20.1340,0.9516,1.000000,0.1862
2014-05-22,2135.9050,2134.0870,2160.9090,2128.8580,2130.8680,4625273600.0000,39227549718.0000,-5.0370,-0.2358,1.000000,0.2212
2014-05-23,2130.8680,2130.7750,2148.5830,2128.6630,2148.4140,3762310500.0000,32420020159.0000,17.5460,0.8234,1.000000,0.1795
2014-05-26,2148.4140,2161.8920,2165.4210,2147.4450,2155.9760,3955065600.0000,37788482728.0000,7.5620,0.3520,1.000000,0.1887
2014-05-27,2155.9760,2154.3950,2160.0270,2145.7520,2147.2800,3589717100.0000,32374256462.0000,-8.6960,-0.4033,1.000000,0.1712
2014-05-28,2147.2800,2147.4670,2171.1720,2142.0070,2169.3520,5005626000.0000,45627619375.0000,22.0720,1.0279,1.000000,0.2388
2014-05-29,2169.3520,2171.2600,2178.0920,2154.9250,2155.1640,4489155600.0000,41076912680.0000,-14.1880,-0.6540,1.000000,0.2141
2014-05-30,2155.1640,2156.3810,2166.9070,2146.2180,2156.4640,4392386300.0000,39769199791.0000,1.3000,0.0603,1.000000,0.2095
2014-06-03,2156.4640,2157.6400,2168.9950,2149.2910,2149.9180,4198295400.0000,37906226058.0000,-6.5460,-0.3036,1.000000,0.2002
2014-06-04,2149.9180,2149.4070,2149.4520,2117.3130,2128.2740,4181724900.0000,35607022812.0000,-21.6440,-1.0067,1.000000,0.1994
2014-06-05,2128.2740,2126.6070,2150.9300,2123.5240,2150.6020,3647742400.0000,33050774675.0000,22.3280,1.0491,1.000000,0.1738
2014-06-06,2150.6020,2149.2140,2149.7830,2123.9800,2134.7160,3573805800.0000,32415599488.0000,-15.8860,-0.7387,1.000000,0.1703
2014-06-09,2134.7160,2128.2250,2153.9030,2126.6650,2134.2810,3931106000.0000,35326732064.0000,-0.4350,-0.0204,1.000000,0.1873
2014-06-10,2134.2810,2138.6710,2161.5260,2132.4470,2161.2680,5050790200.0000,44416141206.0000,26.9870,1.2645,1.000000,0.2407
2014-06-11,2161.2680,2156.1510,2163.6100,2152.0800,2160.7660,4256371800.0000,37311080748.0000,-0.5020,-0.0232,1.000000,0.2028
2014-06-12,2160.7660,2156.7610,2160.9880,2148.4130,2153.4100,4302584300.0000,37252041741.0000,-7.3560,-0.3404,1.000000,0.2049
2014-06-13,2153.4100,2150.9870,2183.6450,2150.5690,2176.2420,5925287600.0000,51765511450.0000,22.8320,1.0603,1.000000,0.2822
2014-06-16,2176.2420,2176.4380,2196.3430,2174.2770,2191.8550,6329687500.0000,56904298384.0000,15.6130,0.7174,1.000000,0.3029
2014-06-17,2191.8550,2185.6810,2185.6810,2168.4450,2169.6740,4993366500.0000,46244977817.0000,-22.1810,-1.0120,1.000000,0.2389
2014-06-18,2169.6740,2169.2520,2172.5490,2158.4970,2160.2390,4946389700.0000,42538095511.0000,-9.4350,-0.4349,1.000000,0.2366
2014-06-19,2160.2390,2161.4260,2166.4070,2119.4980,2126.9070,5316264500.0000,46029744918.0000,-33.3320,-1.5430,1.000000,0.2543
2014-06-20,2126.9070,2124.9630,2137.0340,2120.8070,2136.7290,4239371900.0000,35425712925.0000,9.8220,0.4618,1.000000,0.2028
2014-06-23,2136.7290,2137.9260,2147.2270,2132.4540,2134.1100,4117925800.0000,37112428752.0000,-2.6190,-0.1226,1.000000,0.1969
2014-06-24,2134.1100,2131.6860,2145.2130,2130.2920,2144.8210,4016435600.0000,38778505304.0000,10.7110,0.5019,1.000000,0.1920
2014-06-25,2144.8210,2141.7260,2141.7260,2126.0350,2133.3710,3766610000.0000,33809315524.0000,-11.4500,-0.5338,1.000000,0.1800
2014-06-26,2133.3710,2135.1560,2151.1140,2134.8910,2149.0760,4435116600.0000,40601836632.0000,15.7050,0.7362,1.000000,0.2115
2014-06-27,2149.0760,2146.3740,2159.5260,2138.9270,2150.2580,5272289600.0000,45525673947.0000,1.1820,0.0550,1.000000,0.2515
2014-06-30,2150.2580,2152.3060,2168.2210,2152.3060,2165.1180,5430418800.0000,50277570814.0000,14.8600,0.6911,1.000000,0.2590
2014-07-01,2165.1180,2169.1990,2171.1500,2157.1330,2164.5590,5332310000.0000,49936284309.0000,-0.5590,-0.0258,1.000000,0.2542
2014-07-02,2164.5590,2163.9980,2171.5100,2155.6090,2170.8670,5968550100.0000,53273658927.0000,6.3080,0.2914,1.000000,0.2845
2014-07-03,2170.8670,2169.0030,2184.9640,2164.8430,2180.1920,6369069000.0000,56024939299.0000,9.3250,0.4296,1.000000,0.3036
2014-07-04,2180.1920,2180.4450,2183.7980,2174.0730,2178.6950,5285110600.0000,47990033413.0000,-1.4970,-0.0687,1.000000,0.2519
2014-07-07,2178.6950,2178.5460,2186.2020,2171.0830,2176.2890,5024233400.0000,47663876919.0000,-2.4060,-0.1104,1.000000,0.2394
2014-07-08,2176.2890,2174.8280,2180.7780,2163.3590,2180.4730,5074359900.0000,46017266874.0000,4.1840,0.1923,1.000000,0.2417
2014-07-09,2180.4730,2178.1350,2178.5100,2148.2600,2148.7100,6202204600.0000,58980248398.0000,-31.7630,-1.4567,1.000000,0.2950
2014-07-10,2148.7100,2146.6010,2151.7740,2139.5220,2142.8470,5573249700.0000,50931668887.0000,-5.8630,-0.2729,1.000000,0.2651
2014-07-11,2142.8470,2136.3170,2154.7350,2134.7950,2148.0090,6137427400.0000,51551825645.0000,5.1620,0.2409,1.000000,0.2919
2014-07-14,2148.0090,2149.5420,2171.9020,2145.2780,2171.7580,6615886300.0000,60467088864.0000,23.7490,1.1056,1.000000,0.3147
2014-07-15,2171.7580,2170.0890,2176.2720,2165.2060,2174.9760,7181569400.0000,64304875149.0000,3.2180,0.1482,1.000000,0.3416
2014-07-16,2174.9760,2172.8240,2183.2480,2166.7740,2170.8680,8156023000.0000,61126054498.0000,-4.1080,-0.1889,1.000000,0.3879
2014-07-17,2170.8680,2166.8310,2166.9320,2147.0840,2157.0680,5945356800.0000,46354646289.0000,-13.8000,-0.6357,1.000000,0.2827
2014-07-18,2157.0680,2147.6630,2176.3250,2145.4460,2164.1440,6547329500.0000,53758919136.0000,7.0760,0.3280,1.000000,0.3111
2014-07-21,2164.1440,2164.2230,2171.9400,2158.9550,2166.2950,5417226000.0000,47731629577.0000,2.1510,0.0994,1.000000,0.2574
2014-07-22,2166.2950,2162.4360,2197.5920,2162.2360,2192.6980,7854258300.0000,66806114430.0000,26.4030,1.2188,1.000000,0.3731
2014-07-23,2192.6980,2191.3940,2210.2820,2190.5550,2197.8330,8421387200.0000,69177998063.0000,5.1350,0.2342,1.000000,0.4001
2014-07-24,2197.8330,2199.8330,2239.8150,2199.8330,2237.0150,11943553400.0000,99964367602.0000,39.1820,1.7828,1.000000,0.5674
2014-07-25,2237.0150,2243.0670,2260.8900,2239.0660,2260.4540,9897283800.0000,81994560081.0000,23.4390,1.0478,1.000000,0.4702
2014-07-28,2260.4540,2272.3830,2331.4720,2272.3830,2323.8970,17986933300.0000,145277424291.0000,63.4430,2.8066,1.000000,0.8539
2014-07-29,2323.8970,2326.0380,2342.7700,2316.2170,2331.3690,13426964100.0000,112176546316.0000,7.4720,0.3215,1.000000,0.6374
2014-07-30,2331.3690,2324.6900,2339.0380,2316.0580,2322.0110,12302283200.0000,103362308865.0000,-9.3580,-0.4014,1.000000,0.5840
2014-07-31,2322.0110,2321.9670,2350.5510,2316.5850,2350.2510,11098776900.0000,93135566963.0000,28.2400,1.2162,1.000000,0.5269
2014-08-01,2350.2510,2341.2270,2371.5000,2328.9660,2329.4020,12631739000.0000,106125190266.0000,-20.8490,-0.8871,1.000000,0.5997
2014-08-04,2329.4020,2336.6300,2375.6200,2332.1380,2375.6200,11671375400.0000,101301888277.0000,46.2180,1.9841,1.000000,0.5541
2014-08-05,2375.6200,2376.7970,2380.7740,2353.7950,2369.3530,11186178900.0000,97906971246.0000,-6.2670,-0.2638,1.000000,0.5310
2014-08-06,2369.3530,2358.2060,2371.6670,2334.3340,2363.2210,11634182900.0000,96681298733.0000,-6.1320,-0.2588,1.000000,0.5523
2014-08-07,2363.2210,2363.6080,2369.2040,2326.2680,2327.4570,11672921000.0000,94254453994.0000,-35.7640,-1.5134,1.000000,0.5541
2014-08-08,2327.4570,2329.1840,2339.2700,2319.2880,2331.1340,8673969400.0000,72605666133.0000,3.6770,0.1580,1.000000,0.4118
2014-08-11,2331.1340,2338.0080,2367.0040,2337.0140,2365.3490,9160117100.0000,82973900360.0000,34.2150,1.4677,1.000000,0.4340
2014-08-12,2365.3490,2361.1700,2361.1700,2344.7160,2357.0520,9182260800.0000,82973769642.0000,-8.2970,-0.3508,1.000000,0.4351
2014-08-13,2357.0520,2358.4590,2370.5130,2335.6940,2358.9010,11044778900.0000,94185266458.0000,1.8490,0.0784,1.000000,0.5233
2014-08-14,2358.9010,2357.1980,2363.1800,2334.0800,2335.9450,9796949300.0000,84251435869.0000,-22.9560,-0.9732,1.000000,0.4642
2014-08-15,2335.9450,2337.9850,2366.9020,2333.1230,2360.6350,9359254600.0000,81888217001.0000,24.6900,1.0570,1.000000,0.4434
2014-08-18,2360.6350,2366.2720,2379.8040,2361.1970,2374.5620,10450955400.0000,90148909855.0000,13.9270,0.5900,1.000000,0.4951
2014-08-19,2374.5620,2378.8860,2379.4740,2358.9650,2374.7680,11585002000.0000,102742759960.0000,0.2060,0.0087,1.000000,0.5488
2014-08-20,2374.7680,2371.6490,2375.4750,2360.8370,2366.1400,10128808800.0000,91374802730.0000,-8.6280,-0.3633,1.000000,0.4797
2014-08-21,2366.1400,2365.7310,2367.4600,2333.2990,2354.2440,10069021100.0000,92192063269.0000,-11.8960,-0.5028,1.000000,0.4768
2014-08-22,2354.2440,2352.3160,2368.4570,2350.9860,2365.3640,8982393800.0000,85642463757.0000,11.1200,0.4723,1.000000,0.4253
2014-08-25,2365.3640,2367.0190,2367.6060,2338.4550,2342.8630,9737371700.0000,85182493960.0000,-22.5010,-0.9513,1.000000,0.4612
2014-08-26,2342.8630,2339.6000,2350.3910,2317.1840,2324.0920,9384422200.0000,83135033150.0000,-18.7710,-0.8012,1.000000,0.4444
2014-08-27,2324.0920,2323.7900,2336.7370,2322.8850,2327.5950,6767622100.0000,62448675179.0000,3.5030,0.1507,1.000000,0.3204
2014-08-28,2327.5950,2328.0590,2336.3630,2309.6390,2311.2780,7049065500.0000,66195966855.0000,-16.3170,-0.7010,1.000000,0.3337
2014-08-29,2311.2780,2317.3040,2338.7740,2313.2620,2338.2870,6321142300.0000,58359967752.0000,27.0090,1.1686,1.000000,0.2992
2014-09-01,2338.2870,2340.9250,2355.5520,2338.5300,2355.3170,7732087000.0000,73362240553.0000,17.0300,0.7283,1.000000,0.3655
2014-09-02,2355.3170,2359.8620,2387.6550,2349.9490,2386.4600,11443673300.0000,106925790139.0000,31.1430,1.3222,1.000000,0.5409
2014-09-03,2386.4600,2389.6940,2414.2600,2389.6790,2408.8380,12973420400.0000,123629189433.0000,22.3780,0.9377,1.000000,0.6132
2014-09-04,2408.8380,2411.9340,2427.2970,2404.0820,2426.2240,11127229800.0000,108294703239.0000,17.3860,0.7218,1.000000,0.5258
2014-09-05,2426.2240,2433.1740,2450.6340,2427.9870,2449.2590,13355176400.0000,123349320057.0000,23.0350,0.9494,1.000000,0.6310
2014-09-09,2449.2590,2452.2270,2454.8930,2437.0780,2445.2240,11819434400.0000,107795213548.0000,-4.0350,-0.1647,1.000000,0.5584
2014-09-10,2445.2240,2435.5930,2437.0810,2422.6460,2432.4330,10917551700.0000,97472682969.0000,-12.7910,-0.5231,1.000000,0.5158
2014-09-11,2432.4330,2430.6780,2461.4730,2417.2690,2423.4540,13298258300.0000,127203381658.0000,-8.9790,-0.3691,1.000000,0.6283
2014-09-12,2423.4540,2418.7520,2438.3580,2412.6220,2438.3580,10916017000.0000,96625765409.0000,14.9040,0.6150,1.000000,0.5157
2014-09-15,2438.3580,2433.0010,2439.2540,2418.9590,2437.1890,12224715900.0000,112507690398.0000,-1.1690,-0.0479,1.000000,0.5773
2014-09-16,2437.1890,2440.3390,2442.9240,2386.9800,2388.7650,18674279100.0000,147250169859.0000,-48.4240,-1.9869,1.000000,0.8819
2014-09-17,2388.7650,2395.3610,2405.3710,2379.0910,2401.3260,12526902800.0000,98039470145.0000,12.5610,0.5258,1.000000,0.5916
2014-09-18,2401.3260,2396.3790,2414.9460,2389.6220,2408.6640,11592637600.0000,92105332013.0000,7.3380,0.3056,1.000000,0.5473
2014-09-19,2408.6640,2409.3130,2430.1490,2402.3130,2425.2110,10181357700.0000,88221038707.0000,16.5470,0.6870,1.000000,0.4807
2014-09-22,2425.2110,2419.3260,2419.3260,2374.1080,2378.9200,10224087000.0000,88958056522.0000,-46.2910,-1.9087,1.000000,0.4815
2014-09-23,2378.9200,2379.5210,2402.4820,2379.5210,2399.4620,8403334100.0000,75463683722.0000,20.5420,0.8635,1.000000,0.3958
2014-09-24,2399.4620,2391.4190,2443.9780,2387.0700,2441.8640,14271353000.0000,120389934642.0000,42.4020,1.7671,1.000000,0.6722
2014-09-25,2441.8640,2453.4230,2462.6680,2429.5870,2436.9650,13866189100.0000,119612625726.0000,-4.8990,-0.2006,1.000000,0.6529
2014-09-26,2436.9650,2430.8080,2439.6490,2420.4990,2437.2010,10029949400.0000,87757377938.0000,0.2360,0.0097,1.000000,0.4723
2014-09-29,2437.2010,2443.9100,2453.6650,2435.6110,2447.7990,12340172700.0000,111463779824.0000,10.5980,0.4348,1.000000,0.5802
2014-09-30,2447.7990,2452.1660,2454.8850,2444.2040,2450.9880,11580422900.0000,101906558841.0000,3.1890,0.1303,1.000000,0.5424
2014-10-08,2450.9880,2460.8700,2478.3830,2445.2680,2478.3830,12195360400.0000,116500107810.0000,27.3950,1.1177,1.000000,0.5712
2014-10-09,2478.3830,2480.1970,2488.1130,2461.1120,2481.9550,13792392000.0000,120752628433.0000,3.5720,0.1441,1.000000,0.6460
2014-10-10,2481.9550,2472.0960,2482.1360,2457.6840,2466.7890,14763430700.0000,121924973049.0000,-15.1660,-0.6111,1.000000,0.6914
2014-10-13,2466.7890,2457.4120,2460.3890,2430.5460,2454.9460,13159336200.0000,112784478808.0000,-11.8430,-0.4801,1.000000,0.6162
2014-10-14,2454.9460,2451.0940,2467.9040,2436.3360,2446.5620,12739370500.0000,106356643094.0000,-8.3840,-0.3415,1.000000,0.5966
2014-10-15,2446.5620,2444.5380,2465.4980,2431.1880,2463.8740,13580188200.0000,114837290107.0000,17.3120,0.7076,1.000000,0.6359
2014-10-16,2463.8740,2448.9680,2480.3000,2441.8220,2444.3950,15816660300.0000,128340525473.0000,-19.4790,-0.7906,1.000000,0.7407
2014-10-17,2444.3950,2443.2220,2456.1050,2410.4010,2441.7320,13275998800.0000,112685625525.0000,-2.6630,-0.1089,1.000000,0.6217
2014-10-20,2441.7320,2448.4530,2456.6210,2441.8960,2454.7110,9143540100.0000,84843604900.0000,12.9790,0.5315,1.000000,0.4281
2014-10-21,2454.7110,2453.4060,2459.2550,2432.5520,2433.3910,9624191200.0000,86622201933.0000,-21.3200,-0.8685,1.000000,0.4506
2014-10-22,2433.3910,2434.8860,2447.4670,2417.5620,2418.6410,8865619300.0000,82251744245.0000,-14.7500,-0.6062,1.000000,0.4151
2014-10-23,2418.6410,2415.4400,2424.6620,2392.5320,2395.9360,10349183900.0000,86045452830.0000,-22.7050,-0.9388,1.000000,0.4846
2014-10-24,2395.9360,2397.8480,2404.9930,2385.7250,2390.7060,7497486900.0000,65601225156.0000,-5.2300,-0.2183,1.000000,0.3510
2014-10-27,2390.7060,2377.5420,2377.5420,2361.6800,2368.8320,7386244700.0000,65956480803.0000,-21.8740,-0.9150,1.000000,0.3456
2014-10-28,2368.8320,2373.1550,2416.7660,2373.1550,2416.6530,10152305500.0000,90529903107.0000,47.8210,2.0188,1.000000,0.4751
2014-10-29,2416.6530,2423.8130,2461.2680,2415.7030,2451.3840,15858406200.0000,134541723619.0000,34.7310,1.4372,1.000000,0.7420
