,CBOT10年期美国国债
,TY.CBT
日期,收盘价
Date,close
2004-11-04,113.2656
2004-11-05,112.4219
2004-11-08,112.2656
2004-11-09,112.2813
2004-11-10,112.0156
2004-11-11,112.0156
2004-11-12,110.8438
2004-11-15,112.4531
2004-11-16,112.3125
2004-11-17,112.7969
2004-11-18,112.8906
2004-11-19,112.2969
2004-11-22,112.4219
2004-11-23,112.3281
2004-11-24,112.2500
2004-11-25,112.2500
2004-11-26,112.0469
2004-11-29,111.4531
2004-11-30,111.4531
2004-12-01,110.6406
2004-12-02,110.5156
2004-12-03,111.5000
2004-12-06,111.6719
2004-12-07,111.6719
2004-12-08,112.4063
2004-12-09,112.2500
2004-12-10,112.3750
2004-12-13,112.4219
2004-12-14,112.5781
2004-12-15,112.8750
2004-12-16,112.1875
2004-12-17,112.0313
2004-12-20,112.0156
2004-12-21,112.2031
2004-12-22,112.0313
2004-12-23,111.9844
2004-12-24,111.9844
2004-12-27,111.5156
2004-12-28,111.5000
2004-12-29,111.2656
2004-12-30,111.6719
2004-12-31,111.9375
2005-01-04,111.4063
2005-01-05,111.4063
2005-01-06,111.4844
2005-01-07,111.3750
2005-01-10,111.3906
2005-01-11,111.5781
2005-01-12,111.6406
2005-01-13,112.0000
2005-01-14,111.8281
2005-01-17,111.8281
2005-01-18,111.9063
2005-01-19,111.9219
2005-01-20,112.0781
2005-01-21,112.2969
2005-01-24,112.3594
2005-01-25,111.9531
2005-01-26,111.8750
2005-01-27,111.7656
2005-01-28,112.2500
2005-01-31,112.2656
2005-02-01,112.2813
2005-02-02,112.2500
2005-02-03,112.0313
2005-02-04,112.6563
2005-02-16,112.1094
2005-02-17,112.0000
2005-02-18,111.4844
2005-02-21,111.4844
2005-02-22,111.3594
2005-02-23,111.4219
2005-02-24,111.3125
2005-02-25,111.4063
2005-02-28,109.8750
2005-03-01,109.8125
2005-03-02,109.7969
2005-03-03,109.7344
2005-03-04,110.1563
2005-03-07,110.2188
2005-03-08,109.7500
2005-03-09,108.9219
2005-03-10,109.2188
2005-03-11,108.7188
2005-03-14,108.8281
2005-03-15,108.7188
2005-03-16,108.9375
2005-03-17,109.2500
2005-03-18,109.0625
2005-03-21,109.0313
2005-03-22,108.4219
2005-03-23,108.3594
2005-03-24,108.4531
2005-03-25,108.4531
2005-03-28,108.2344
2005-03-29,108.5156
2005-03-30,108.7500
2005-03-31,109.2656
2005-04-01,109.5313
2005-04-04,109.5625
2005-04-05,109.4688
2005-04-06,109.7031
2005-04-07,109.4688
2005-04-08,109.3438
2005-04-11,109.6250
2005-04-12,110.2188
2005-04-13,110.2344
2005-04-14,110.3906
2005-04-15,110.9531
2005-04-18,111.1094
2005-04-19,111.4375
2005-04-20,111.3906
2005-04-21,110.7656
2005-04-22,111.0469
2005-04-25,111.0313
2005-04-26,110.9688
2005-04-27,111.2031
2005-04-28,111.6719
2005-04-29,111.4219
2005-05-09,110.9219
2005-05-10,111.3750
2005-05-11,111.5000
2005-05-12,111.6563
2005-05-13,111.9688
2005-05-16,111.9844
2005-05-17,112.0781
2005-05-18,112.4375
2005-05-19,112.1250
2005-05-20,112.0469
2005-05-23,112.5313
2005-05-24,113.0000
2005-05-25,112.7188
2005-05-26,112.5469
2005-05-27,112.8281
2005-05-30,112.8281
2005-05-31,113.2656
2005-06-01,113.9219
2005-06-02,114.0156
2005-06-03,113.3750
2005-06-06,113.5625
2005-06-07,113.9375
2005-06-08,113.7188
2005-06-09,113.5625
2005-06-10,112.9688
2005-06-13,112.7031
2005-06-14,112.4063
2005-06-15,112.3750
2005-06-16,112.7031
2005-06-17,112.5781
2005-06-20,112.3906
2005-06-21,112.7969
2005-06-22,113.6406
2005-06-23,113.5000
2005-06-24,113.8281
2005-06-27,113.9375
2005-06-28,113.4375
2005-06-29,113.2656
2005-06-30,113.4688
2005-07-01,112.7500
2005-07-04,112.7500
2005-07-05,112.1563
2005-07-06,112.4063
2005-07-07,112.6250
2005-07-08,112.0781
2005-07-11,112.1250
2005-07-12,111.8750
2005-07-13,111.7656
2005-07-14,111.6250
2005-07-15,111.7031
2005-07-18,111.5156
2005-07-19,111.7500
2005-07-20,111.8906
2005-07-21,111.0938
2005-07-22,111.4219
2005-07-25,111.2813
2005-07-26,111.3125
2005-07-27,111.1563
2005-07-28,111.6406
2005-07-29,110.9844
2005-08-01,110.6875
2005-08-02,110.5938
2005-08-03,110.8281
2005-08-04,110.6719
2005-08-05,110.1094
2005-08-08,109.9531
2005-08-09,110.1875
2005-08-10,110.1875
2005-08-11,110.6250
2005-08-12,111.1719
2005-08-15,110.9531
2005-08-16,111.3281
2005-08-17,110.9531
2005-08-18,111.5781
2005-08-19,111.5781
2005-08-22,111.5938
2005-08-23,111.7188
2005-08-24,111.7500
2005-08-25,111.8594
2005-08-26,111.5781
2005-08-29,111.7344
2005-08-30,112.4531
2005-08-31,112.0781
2005-09-01,112.2813
2005-09-02,112.2031
2005-09-05,112.2031
2005-09-06,111.8594
2005-09-07,111.5156
2005-09-08,111.5156
2005-09-09,111.5781
2005-09-12,111.2188
2005-09-13,111.5156
2005-09-14,111.2813
2005-09-15,110.9531
2005-09-16,110.6094
2005-09-19,110.7656
2005-09-20,110.7188
2005-09-21,111.1094
2005-09-22,111.2344
2005-09-23,110.6719
2005-09-26,110.3594
2005-09-27,110.2656
2005-09-28,110.4375
2005-09-29,110.2500
2005-09-30,109.9219
2005-10-10,109.7344
2005-10-11,109.7344
2005-10-12,109.2344
2005-10-13,109.0000
2005-10-14,108.9219
2005-10-17,108.8906
2005-10-18,108.9844
2005-10-19,109.1094
2005-10-20,109.1250
2005-10-21,109.5625
2005-10-24,109.1719
2005-10-25,108.7344
2005-10-26,108.2344
2005-10-27,108.4688
2005-10-28,108.4219
2005-10-31,108.4531
2005-11-01,108.3594
2005-11-02,108.1250
2005-11-03,107.7500
2005-11-04,107.7031
2005-11-07,107.8438
2005-11-08,108.3125
2005-11-09,107.8906
2005-11-10,108.3438
2005-11-11,108.3438
2005-11-14,107.8125
2005-11-15,108.3438
2005-11-16,108.8281
2005-11-17,109.0313
2005-11-18,108.7344
2005-11-21,109.0156
2005-11-22,109.2813
2005-11-23,108.9531
2005-11-24,108.9531
2005-11-25,109.2656
2005-11-28,109.4063
2005-11-29,108.8906
2005-11-30,108.5313
2005-12-01,108.3438
2005-12-02,108.3438
2005-12-05,108.0469
2005-12-06,108.5781
2005-12-07,108.4531
2005-12-08,108.9063
2005-12-09,108.3438
2005-12-12,108.2500
2005-12-13,108.3906
2005-12-14,108.9531
2005-12-15,108.8906
2005-12-16,109.0625
2005-12-19,109.0625
2005-12-20,108.9375
2005-12-21,108.7813
2005-12-22,109.1563
2005-12-23,109.5938
2005-12-26,109.5938
2005-12-27,109.8281
2005-12-28,109.5781
2005-12-29,109.5781
2005-12-30,109.4063
2006-01-04,109.7813
2006-01-05,109.7813
2006-01-06,109.5938
2006-01-09,109.5938
2006-01-10,109.2344
2006-01-11,109.0000
2006-01-12,109.3438
2006-01-13,109.7656
2006-01-16,109.7656
2006-01-17,109.8594
2006-01-18,109.7656
2006-01-19,109.5000
2006-01-20,109.5781
2006-01-23,109.6250
2006-01-24,109.4375
2006-01-25,108.8281
2006-02-06,108.2656
2006-02-07,108.1719
2006-02-08,107.9844
2006-02-09,108.0625
2006-02-10,107.8281
2006-02-13,107.8594
2006-02-14,107.6875
2006-02-15,107.7031
2006-02-16,107.7813
2006-02-17,108.1094
2006-02-20,108.1094
2006-02-21,107.9375
2006-02-22,108.1406
2006-02-23,107.8281
2006-02-24,107.8125
2006-02-27,107.6875
2006-02-28,107.9063
2006-03-01,107.7188
2006-03-02,107.3750
2006-03-03,107.0938
2006-03-06,106.7813
2006-03-07,106.8125
2006-03-08,106.8438
2006-03-09,106.9063
2006-03-10,106.7969
2006-03-13,106.6875
2006-03-14,107.2344
2006-03-15,107.0781
2006-03-16,107.6875
2006-03-17,107.5469
2006-03-20,107.6875
2006-03-21,107.2344
2006-03-22,107.2656
2006-03-23,107.0000
2006-03-24,107.4844
2006-03-27,107.3125
2006-03-28,106.7813
2006-03-29,106.6094
2006-03-30,106.3125
2006-03-31,106.3906
2006-04-03,106.2188
2006-04-04,106.2500
2006-04-05,106.5156
2006-04-06,106.2344
2006-04-07,105.8281
2006-04-10,105.8438
2006-04-11,106.0469
2006-04-12,105.7344
2006-04-13,105.4063
2006-04-14,105.4063
2006-04-17,105.6094
2006-04-18,105.9219
2006-04-19,105.6875
2006-04-20,105.6250
2006-04-21,105.7031
2006-04-24,105.8750
2006-04-25,105.3594
2006-04-26,105.1250
2006-04-27,105.4063
2006-04-28,105.5781
2006-05-08,105.1875
2006-05-09,105.1719
2006-05-10,105.1250
2006-05-11,104.9844
2006-05-12,104.7031
2006-05-15,104.9375
2006-05-16,105.2656
2006-05-17,105.0156
2006-05-18,105.5156
2006-05-19,105.5781
2006-05-22,105.7188
2006-05-23,105.5313
2006-05-24,105.7344
2006-05-25,105.4688
2006-05-26,105.6094
2006-05-29,105.6094
2006-05-30,105.3906
2006-05-31,104.9219
2006-06-01,104.9844
2006-06-02,105.8438
2006-06-05,105.6250
2006-06-06,105.7188
2006-06-07,105.5625
2006-06-08,105.7656
2006-06-09,105.8125
2006-06-12,105.7813
2006-06-13,105.9688
2006-06-14,105.3438
2006-06-15,105.0313
2006-06-16,104.8438
2006-06-19,104.7188
2006-06-20,104.6250
2006-06-21,104.6250
2006-06-22,104.3281
2006-06-23,104.1250
2006-06-26,104.1094
2006-06-27,104.2969
2006-06-28,104.0781
2006-06-29,104.4063
2006-06-30,104.8594
2006-07-03,104.7813
2006-07-04,104.7813
2006-07-05,104.2500
2006-07-06,104.5000
2006-07-07,104.8594
2006-07-10,104.8750
2006-07-11,105.0781
2006-07-12,105.0781
2006-07-13,105.2813
2006-07-14,105.3750
2006-07-17,105.3125
2006-07-18,104.8594
2006-07-19,105.4063
2006-07-20,105.6250
2006-07-21,105.5625
2006-07-24,105.5625
2006-07-25,105.4375
2006-07-26,105.6406
2006-07-27,105.6406
2006-07-28,106.0000
2006-07-31,106.0313
2006-08-01,106.0313
2006-08-02,106.1563
2006-08-03,106.1719
2006-08-04,106.5469
2006-08-07,106.3750
2006-08-08,106.4219
2006-08-09,106.3750
2006-08-10,106.3594
2006-08-11,106.0625
2006-08-14,105.8125
2006-08-15,106.2813
2006-08-16,106.7031
2006-08-17,106.6563
2006-08-18,106.8594
2006-08-21,106.9375
2006-08-22,106.9688
2006-08-23,106.9063
2006-08-24,106.9375
2006-08-25,107.0313
2006-08-28,106.9375
2006-08-29,106.9688
2006-08-30,107.1406
2006-08-31,107.3750
2006-09-01,107.4219
2006-09-04,107.4219
2006-09-05,107.1094
2006-09-06,106.9688
2006-09-07,107.0156
2006-09-08,107.1875
2006-09-11,106.9844
2006-09-12,107.1563
2006-09-13,107.2188
2006-09-14,107.0156
2006-09-15,106.9531
2006-09-18,106.8438
2006-09-19,107.3906
2006-09-20,107.4063
2006-09-21,107.9688
2006-09-22,108.3281
2006-09-25,108.5781
2006-09-26,108.3906
2006-09-27,108.3438
2006-09-28,108.1563
2006-09-29,108.0625
2006-10-09,107.6094
2006-10-10,107.6094
2006-10-11,106.9844
2006-10-12,107.0469
2006-10-13,106.8750
2006-10-16,107.0156
2006-10-17,107.1094
2006-10-18,107.1563
2006-10-19,107.0313
2006-10-20,107.0156
2006-10-23,106.7656
2006-10-24,106.7500
2006-10-25,107.0781
2006-10-26,107.4688
2006-10-27,107.7500
2006-10-30,107.7500
2006-10-31,108.2188
2006-11-01,108.5313
2006-11-02,108.3125
2006-11-03,107.4688
2006-11-06,107.5156
2006-11-07,107.8594
2006-11-08,108.0469
2006-11-09,108.0625
2006-11-10,108.2813
2006-11-13,108.1563
2006-11-14,108.3906
2006-11-15,108.0313
2006-11-16,107.7500
2006-11-17,108.1719
2006-11-20,108.2188
2006-11-21,108.3438
2006-11-22,108.4219
2006-11-23,108.4219
2006-11-24,108.5000
2006-11-27,108.5938
2006-11-28,108.8125
2006-11-29,108.7813
2006-11-30,109.1875
2006-12-01,109.4844
2006-12-04,109.4531
2006-12-05,109.4219
2006-12-06,109.1250
2006-12-07,109.1250
2006-12-08,108.6094
2006-12-11,108.8281
2006-12-12,109.0781
2006-12-13,108.4844
2006-12-14,108.3438
2006-12-15,108.3281
2006-12-18,108.3750
2006-12-19,108.3281
2006-12-20,108.3281
2006-12-21,108.6719
2006-12-22,108.1563
2006-12-25,108.1563
2006-12-26,108.2656
2006-12-27,107.8594
2006-12-28,107.5938
2006-12-29,107.4688
2007-01-04,108.0625
2007-01-05,107.8750
2007-01-08,107.8125
2007-01-09,107.8125
2007-01-10,107.6875
2007-01-11,107.3125
2007-01-12,107.1094
2007-01-15,107.1094
2007-01-16,107.2344
2007-01-17,106.9844
2007-01-18,107.1875
2007-01-19,107.0469
2007-01-22,107.1406
2007-01-23,106.8906
2007-01-24,106.8750
2007-01-25,106.5000
2007-01-26,106.4375
2007-01-29,106.3594
2007-01-30,106.4531
2007-01-31,106.7500
2007-02-01,106.6719
2007-02-02,106.7188
2007-02-05,106.8438
2007-02-06,107.1250
2007-02-07,107.2969
2007-02-08,107.3281
2007-02-09,106.9844
2007-02-12,106.8594
2007-02-13,106.7969
2007-02-14,107.3438
2007-02-15,107.5156
2007-02-16,107.5938
2007-02-26,107.9844
2007-02-27,108.8438
2007-02-28,108.5938
2007-03-01,108.5938
2007-03-02,108.8750
2007-03-05,108.8438
2007-03-06,108.7500
2007-03-07,108.9531
2007-03-08,108.9219
2007-03-09,108.3594
2007-03-12,108.6094
2007-03-13,109.0781
2007-03-14,108.9219
2007-03-15,108.8281
2007-03-16,108.7656
2007-03-19,108.5938
2007-03-20,108.7344
2007-03-21,109.0000
2007-03-22,108.5313
2007-03-23,108.3750
2007-03-26,108.5313
2007-03-27,108.3906
2007-03-28,108.3750
2007-03-29,108.2500
2007-03-30,108.1250
2007-04-02,108.1563
2007-04-03,108.0000
2007-04-04,108.1250
2007-04-05,107.9531
2007-04-06,107.9531
2007-04-09,107.4375
2007-04-10,107.5781
2007-04-11,107.4844
2007-04-12,107.4844
2007-04-13,107.3125
2007-04-16,107.4531
2007-04-17,107.7969
2007-04-18,108.0313
2007-04-19,107.9844
2007-04-20,108.0000
2007-04-23,108.1250
2007-04-24,108.3281
2007-04-25,108.1719
2007-04-26,107.9063
2007-04-27,107.8438
2007-04-30,108.3281
2007-05-08,108.2656
2007-05-09,107.9531
2007-05-10,108.1406
2007-05-11,107.9688
2007-05-14,107.8438
2007-05-15,107.6875
2007-05-16,107.6875
2007-05-17,107.3594
2007-05-18,107.0469
2007-05-21,107.1406
2007-05-22,106.8750
2007-05-23,106.7031
2007-05-24,106.6875
2007-05-25,106.6563
2007-05-28,106.6563
2007-05-29,106.5000
2007-05-30,106.4844
2007-05-31,106.3750
2007-06-01,105.9219
2007-06-04,106.0625
2007-06-05,105.7500
2007-06-06,105.8594
2007-06-07,105.0781
2007-06-08,104.9531
2007-06-11,104.8594
2007-06-12,104.1719
2007-06-13,104.3750
2007-06-14,104.2656
2007-06-15,104.6250
2007-06-18,104.8125
2007-06-19,105.2344
2007-06-20,104.9531
2007-06-21,104.7500
2007-06-22,104.9688
2007-06-25,105.4063
2007-06-26,105.2656
2007-06-27,105.4844
2007-06-28,105.2031
2007-06-29,105.7031
2007-07-02,105.9375
2007-07-03,105.5938
2007-07-04,105.5938
2007-07-05,104.9375
2007-07-06,104.6094
2007-07-09,104.8438
2007-07-10,105.6250
2007-07-11,105.4219
2007-07-12,105.1250
2007-07-13,105.1563
2007-07-16,105.6094
2007-07-17,105.3438
2007-07-18,105.8438
2007-07-19,105.7344
2007-07-20,106.2344
2007-07-23,106.1719
2007-07-24,106.3438
2007-07-25,106.5938
2007-07-26,107.5313
2007-07-27,107.3906
2007-07-30,107.2188
2007-07-31,107.4219
2007-08-01,107.4531
2007-08-02,107.4688
2007-08-03,107.8750
2007-08-06,107.6719
2007-08-07,107.5625
2007-08-08,106.8594
2007-08-09,107.3750
2007-08-10,107.4844
2007-08-13,107.5313
2007-08-14,107.8750
2007-08-15,108.1875
2007-08-16,108.8594
2007-08-17,108.5938
2007-08-20,108.7813
2007-08-21,109.0781
2007-08-22,108.8438
2007-08-23,108.8125
2007-08-24,108.6563
2007-08-27,108.8438
2007-08-28,109.5000
2007-08-29,109.3906
2007-08-30,109.4375
2007-08-31,109.0469
2007-09-03,109.0469
2007-09-04,109.0469
2007-09-05,109.7188
2007-09-06,109.5000
2007-09-07,110.5469
2007-09-10,110.7813
2007-09-11,110.4219
2007-09-12,110.1563
2007-09-13,109.6563
2007-09-14,109.8281
2007-09-17,109.7656
2007-09-18,109.8594
2007-09-19,109.5938
2007-09-20,108.6406
2007-09-21,108.8906
2007-09-24,108.9375
2007-09-25,109.0469
2007-09-26,109.0469
2007-09-27,109.3750
2007-09-28,109.2813
2007-10-08,108.7656
2007-10-09,107.8594
2007-10-10,108.7031
2007-10-11,108.6563
2007-10-12,108.4688
2007-10-15,108.6250
2007-10-16,108.7969
2007-10-17,109.5625
2007-10-18,109.8906
2007-10-19,110.5625
2007-10-22,110.5313
2007-10-23,110.5156
2007-10-24,111.0313
2007-10-25,110.8594
2007-10-26,110.6406
2007-10-29,110.6563
2007-10-30,110.6563
2007-10-31,110.0156
2007-11-01,110.7969
2007-11-02,111.3438
2007-11-05,111.1563
2007-11-06,110.8750
2007-11-07,111.1719
2007-11-08,111.6250
2007-11-09,111.9844
2007-11-12,111.9844
2007-11-13,111.9844
2007-11-14,111.5938
2007-11-15,112.3750
2007-11-16,112.4531
2007-11-19,113.0156
2007-11-20,113.1563
2007-11-21,113.3906
2007-11-22,113.3906
2007-11-23,113.4531
2007-11-26,114.5938
2007-11-27,113.9531
2007-11-28,113.4219
2007-11-29,114.0000
2007-11-30,113.2031
2007-12-03,113.8906
2007-12-04,113.9375
2007-12-05,113.9375
2007-12-06,113.3906
2007-12-07,112.5625
2007-12-10,112.3750
2007-12-11,113.6094
2007-12-12,112.9531
2007-12-13,112.3906
2007-12-14,111.9531
2007-12-17,112.3125
2007-12-18,112.8281
2007-12-19,113.2031
2007-12-20,113.5156
2007-12-21,112.4375
2007-12-24,112.0938
2007-12-25,112.0938
2007-12-26,111.5938
2007-12-27,112.2188
2007-12-28,112.9063
2008-01-02,114.3906
2008-01-03,114.3438
2008-01-04,114.9844
2008-01-07,115.1563
2008-01-08,115.1563
2008-01-09,115.4688
2008-01-10,114.8125
2008-01-11,115.4375
2008-01-14,115.5000
2008-01-15,116.0938
2008-01-16,116.0313
2008-01-17,116.5469
2008-01-18,116.6719
2008-01-21,116.6719
2008-01-22,117.8281
2008-01-23,118.2031
2008-01-24,116.6719
2008-01-25,117.0469
2008-01-28,117.0000
2008-01-29,116.3281
2008-01-30,116.0000
2008-01-31,117.0469
2008-02-01,117.0469
2008-02-04,116.8125
2008-02-05,117.4375
2008-02-13,116.9844
2008-02-14,116.2344
2008-02-15,116.4375
2008-02-18,116.4375
2008-02-19,115.4219
2008-02-20,115.2969
2008-02-21,116.5781
2008-02-22,116.4219
2008-02-25,115.5781
2008-02-26,115.9844
2008-02-27,116.0625
2008-02-28,117.4844
2008-02-29,117.2813
2008-03-03,117.2031
2008-03-04,117.0313
2008-03-05,116.3906
2008-03-06,116.7656
2008-03-07,117.4844
2008-03-10,118.2344
2008-03-11,116.8906
2008-03-12,117.9063
2008-03-13,117.8125
2008-03-14,119.0938
2008-03-17,119.8281
2008-03-18,118.9219
2008-03-19,119.6250
2008-03-20,119.8281
2008-03-21,119.8281
2008-03-24,118.2188
2008-03-25,118.5313
2008-03-26,118.6563
2008-03-27,118.3594
2008-03-28,118.7031
2008-03-31,118.9531
2008-04-01,117.7188
2008-04-02,117.4219
2008-04-03,117.4219
2008-04-07,117.4844
2008-04-08,117.4688
2008-04-09,118.1875
2008-04-10,117.5469
2008-04-11,118.2031
2008-04-14,117.9219
2008-04-15,117.4063
2008-04-16,116.5938
2008-04-17,116.3594
2008-04-18,116.1406
2008-04-21,116.3906
2008-04-22,116.2500
2008-04-23,116.0781
2008-04-24,115.3125
2008-04-25,115.0625
2008-04-28,115.3438
2008-04-29,115.3906
2008-04-30,115.8125
2008-05-05,115.0781
2008-05-06,114.8438
2008-05-07,115.1094
2008-05-08,115.7969
2008-05-09,116.0625
2008-05-12,116.0313
2008-05-13,114.9219
2008-05-14,114.5625
2008-05-15,115.2813
2008-05-16,115.2188
2008-05-19,115.4063
2008-05-20,115.9688
2008-05-21,115.6406
2008-05-22,114.7344
2008-05-23,115.5156
2008-05-26,115.5156
2008-05-27,114.8125
2008-05-28,114.1250
2008-05-29,112.1563
2008-05-30,112.4063
2008-06-02,113.2969
2008-06-03,114.1406
2008-06-04,113.9219
2008-06-05,113.2500
2008-06-06,114.0000
2008-06-10,112.2969
2008-06-11,112.5625
2008-06-12,111.4844
2008-06-13,111.1563
2008-06-16,111.3594
2008-06-17,111.7500
2008-06-18,112.4063
2008-06-19,111.8594
2008-06-20,112.4844
2008-06-23,112.2500
2008-06-24,112.9375
2008-06-25,112.7813
2008-06-26,113.6563
2008-06-27,113.8281
2008-06-30,113.9219
2008-07-01,113.8750
2008-07-02,114.2188
2008-07-03,114.3594
2008-07-04,114.3594
2008-07-07,114.8438
2008-07-08,115.2344
2008-07-09,115.5000
2008-07-10,115.6719
2008-07-11,114.4219
2008-07-14,114.9688
2008-07-15,115.4219
2008-07-16,114.8750
2008-07-17,113.8906
2008-07-18,113.6094
2008-07-21,113.7656
2008-07-22,113.4688
2008-07-23,113.0156
2008-07-24,114.1563
2008-07-25,113.4375
2008-07-28,114.2656
2008-07-29,114.1094
2008-07-30,114.1094
2008-07-31,114.8281
2008-08-01,115.0313
2008-08-04,114.8438
2008-08-05,114.7031
2008-08-06,114.4844
2008-08-07,115.5938
2008-08-08,115.3125
2008-08-11,114.8750
2008-08-12,115.7188
2008-08-13,115.4063
2008-08-14,115.8125
2008-08-15,116.0938
2008-08-18,116.3906
2008-08-19,116.2656
2008-08-20,116.6563
2008-08-21,116.3125
2008-08-22,116.0156
2008-08-25,116.8125
2008-08-26,116.7813
2008-08-27,116.9844
2008-08-28,115.6875
2008-08-29,115.5000
2008-09-01,115.5000
2008-09-02,116.2188
2008-09-03,116.6094
2008-09-04,116.9375
2008-09-05,116.6250
2008-09-08,116.4219
2008-09-09,116.9219
2008-09-10,116.5156
2008-09-11,116.6875
2008-09-12,115.9844
2008-09-16,117.7031
2008-09-17,118.5625
2008-09-18,118.4844
2008-09-19,115.6406
2008-09-22,115.1406
2008-09-23,114.8594
2008-09-24,115.2344
2008-09-25,114.3438
2008-09-26,114.8125
2008-10-06,117.9688
2008-10-07,117.1406
2008-10-08,114.9375
2008-10-09,113.5313
2008-10-10,113.5469
2008-10-13,112.2500
2008-10-14,112.1406
2008-10-15,111.9688
2008-10-16,112.2969
2008-10-17,111.9219
2008-10-20,113.0156
2008-10-21,114.5000
2008-10-22,115.2500
2008-10-23,115.8438
2008-10-24,115.1250
2008-10-27,115.1250
2008-10-28,114.3594
2008-10-29,114.0625
2008-10-30,113.5781
2008-10-31,113.0781
2008-11-03,113.7969
2008-11-04,115.1250
2008-11-05,115.4531
2008-11-06,115.4531
2008-11-07,115.0625
2008-11-10,115.5313
2008-11-11,116.0000
2008-11-12,116.6563
2008-11-13,116.4063
2008-11-14,116.9219
2008-11-17,117.4531
2008-11-18,118.4688
2008-11-19,119.2500
2008-11-20,120.7188
2008-11-21,120.4844
2008-11-24,119.3906
2008-11-25,121.1719
2008-11-26,120.3750
2008-11-27,120.3750
2008-11-28,120.9688
2008-12-01,122.5313
2008-12-02,122.7813
2008-12-03,123.4688
2008-12-04,124.3594
2008-12-05,123.0469
2008-12-08,122.7656
2008-12-09,123.3438
2008-12-10,122.7969
2008-12-11,123.9688
2008-12-12,124.3438
2008-12-15,124.7188
2008-12-16,126.6250
2008-12-17,127.5469
2008-12-18,128.0000
2008-12-19,126.9844
2008-12-22,126.9219
2008-12-23,127.1406
2008-12-24,126.7188
2008-12-25,126.7188
2008-12-26,127.3281
2008-12-29,127.7500
2008-12-30,127.2969
2008-12-31,125.7500
2009-01-05,124.1719
2009-01-06,124.3594
2009-01-07,124.4844
2009-01-08,125.3125
2009-01-09,125.5469
2009-01-12,126.3281
2009-01-13,126.2188
2009-01-14,126.9688
2009-01-15,127.0156
2009-01-16,126.5313
2009-01-19,126.5313
2009-01-20,126.2656
2009-01-21,124.7500
2009-01-22,124.1406
2009-01-23,123.9063
2009-02-02,123.7188
2009-02-03,122.5469
2009-02-04,122.1094
2009-02-05,122.3750
2009-02-06,121.8281
2009-02-09,121.5625
2009-02-10,123.0938
2009-02-11,123.6719
2009-02-12,124.1563
2009-02-13,122.7031
2009-02-16,122.7031
2009-02-17,124.4375
2009-02-18,123.6719
2009-02-19,122.5313
2009-02-20,123.3125
2009-02-23,123.1719
2009-02-24,122.8594
2009-02-25,121.6250
2009-02-26,120.0781
2009-02-27,120.0313
2009-03-02,121.3594
2009-03-03,121.0156
2009-03-04,120.2656
2009-03-05,121.8594
2009-03-06,121.8906
2009-03-09,121.6406
2009-03-10,120.8281
2009-03-11,121.4219
2009-03-12,121.8281
2009-03-13,121.9844
2009-03-16,121.5313
2009-03-17,120.9375
2009-03-18,125.3281
2009-03-19,124.5313
2009-03-20,124.5781
2009-03-23,124.2813
2009-03-24,124.1875
2009-03-25,123.1719
2009-03-26,123.6563
2009-03-27,123.3281
2009-03-30,123.7656
2009-03-31,124.0781
2009-04-01,124.2813
2009-04-02,123.3750
2009-04-03,121.9688
2009-04-07,122.1875
2009-04-08,122.7500
2009-04-09,122.3281
2009-04-10,122.3281
2009-04-13,123.1094
2009-04-14,123.5938
2009-04-15,123.7969
2009-04-16,123.2188
2009-04-17,122.2813
2009-04-20,123.0313
2009-04-21,122.4063
2009-04-22,121.9219
2009-04-23,122.0781
2009-04-24,121.5469
2009-04-27,122.2969
2009-04-28,121.6719
2009-04-29,121.1250
2009-04-30,120.9375
2009-05-04,120.9063
2009-05-05,120.9531
2009-05-06,121.1094
2009-05-07,120.2500
2009-05-08,120.3594
2009-05-11,121.2656
2009-05-12,121.2969
2009-05-13,121.7344
2009-05-14,121.6719
2009-05-15,121.5156
2009-05-18,120.8281
2009-05-19,120.6563
2009-05-20,120.9531
2009-05-21,119.9219
2009-05-22,119.1719
2009-05-25,119.1719
2009-05-26,118.7344
2009-05-27,117.5156
2009-06-01,115.4219
2009-06-02,115.5938
2009-06-03,116.1719
2009-06-04,115.0156
2009-06-05,113.4063
2009-06-08,113.2500
2009-06-09,113.6875
2009-06-10,113.3750
2009-06-11,114.0313
2009-06-12,114.3438
2009-06-15,114.8125
2009-06-16,115.0781
2009-06-17,115.3438
2009-06-18,114.0156
2009-06-19,114.3750
2009-06-22,115.1406
2009-06-23,115.4844
2009-06-24,115.1875
2009-06-25,116.2031
2009-06-26,116.4063
2009-06-29,116.4531
2009-06-30,116.2656
2009-07-01,116.2656
2009-07-02,116.8438
2009-07-03,116.8438
2009-07-06,116.8438
2009-07-07,117.2813
2009-07-08,118.6250
2009-07-09,117.8594
2009-07-10,118.7031
2009-07-13,118.3281
2009-07-14,117.7813
2009-07-15,116.7031
2009-07-16,117.0156
2009-07-17,116.3906
2009-07-20,117.0000
2009-07-21,117.7813
2009-07-22,117.2344
2009-07-23,116.0313
2009-07-24,116.3750
2009-07-27,116.0469
2009-07-28,116.0781
2009-07-29,116.0000
2009-07-30,116.1875
2009-07-31,117.2813
2009-08-03,116.1875
2009-08-04,116.0469
2009-08-05,115.5156
2009-08-06,115.7500
2009-08-07,114.9375
2009-08-10,115.6406
2009-08-11,116.0938
2009-08-12,116.1719
2009-08-13,117.0156
