,CBOT10年期美国国债
,TY.CBT
日期,收盘价
Date,close
2014-06-09,124.2344
2014-06-10,123.9688
2014-06-11,124.1719
2014-06-12,124.3906
2014-06-13,124.4063
2014-06-16,124.2031
2014-06-17,123.9375
2014-06-18,124.0938
2014-06-19,124.4063
2014-06-20,124.2969
2014-06-23,124.3750
2014-06-24,124.3594
2014-06-25,124.7813
2014-06-26,125.1250
2014-06-27,125.1406
2014-06-30,125.1875
2014-07-01,124.8438
2014-07-02,124.4063
2014-07-03,124.2188
2014-07-04,124.2188
2014-07-07,124.4063
2014-07-08,124.7344
2014-07-09,124.5938
2014-07-10,125.1563
2014-07-11,125.2969
2014-07-14,125.0313
2014-07-15,124.9219
2014-07-16,124.9063
2014-07-17,125.3906
2014-07-18,125.2500
2014-07-21,125.4688
2014-07-22,125.3594
2014-07-23,125.4688
2014-07-24,125.0938
2014-07-25,125.2500
2014-07-28,125.0781
2014-07-29,125.3594
2014-07-30,124.5781
2014-07-31,124.5938
2014-08-01,125.2344
2014-08-04,125.3594
2014-08-05,125.4219
2014-08-06,125.5000
2014-08-07,125.6094
2014-08-08,125.9844
2014-08-11,125.9531
2014-08-12,125.8750
2014-08-13,125.9688
2014-08-14,126.2031
2014-08-15,126.6406
2014-08-18,126.2813
2014-08-19,126.2656
2014-08-20,125.9063
2014-08-21,125.9844
2014-08-22,125.8906
2014-08-25,125.9063
2014-08-26,125.9688
2014-08-27,126.2813
2014-08-28,126.3906
2014-08-29,125.7656
2014-09-01,125.7656
2014-09-02,125.3281
2014-09-03,125.2500
2014-09-04,124.9531
2014-09-05,124.8438
2014-09-09,124.6250
2014-09-10,124.4063
2014-09-11,124.6094
2014-09-12,123.9844
2014-09-15,124.1563
2014-09-16,124.2969
2014-09-17,124.0000
2014-09-18,123.7656
2014-09-19,123.8281
2014-09-22,124.2813
2014-09-23,124.5938
2014-09-24,124.5313
2014-09-25,124.6875
2014-09-26,124.5156
2014-09-29,124.7656
2014-09-30,124.6250
2014-10-08,126.0156
2014-10-09,126.5000
2014-10-10,126.7656
2014-10-13,127.3750
2014-10-14,127.4375
2014-10-15,128.5313
2014-10-16,127.9844
2014-10-17,127.6875
2014-10-20,127.7344
2014-10-21,127.6406
2014-10-22,127.3438
2014-10-23,126.9219
2014-10-24,127.0313
2014-10-27,127.0938
2014-10-28,126.9688
2014-10-29,126.7031
2014-10-30,126.6250
2014-10-31,126.3438
2014-11-03,126.2969
2014-11-04,126.4375
2014-11-05,126.2813
2014-11-06,126.1406
2014-11-07,126.6406
2014-11-10,126.3750
2014-11-11,126.1719
2014-11-12,126.2188
2014-11-13,126.5000
2014-11-14,126.3594
2014-11-17,126.4688
2014-11-18,126.5938
2014-11-19,126.3438
2014-11-20,126.4531
2014-11-21,126.6406
2014-11-24,126.7969
2014-11-25,127.0781
2014-11-26,127.3594
2014-11-27,127.3594
2014-11-28,127.0625
2014-12-01,127.1719
2014-12-02,126.4375
2014-12-03,126.3125
2014-12-04,126.4688
2014-12-05,125.9063
2014-12-08,126.0625
2014-12-09,126.6563
2014-12-10,126.6250
2014-12-11,126.7344
2014-12-12,127.5469
2014-12-15,127.4844
2014-12-16,127.6094
2014-12-17,127.5938
2014-12-18,126.4375
2014-12-19,126.6875
2014-12-22,126.7031
2014-12-23,126.2031
2014-12-24,125.9844
2014-12-25,125.9844
2014-12-26,126.0000
2014-12-29,126.4375
2014-12-30,126.6094
2014-12-31,126.8125
2015-01-05,127.6563
2015-01-06,128.5000
2015-01-07,128.4219
2015-01-08,128.0313
2015-01-09,128.6250
2015-01-12,129.0781
2015-01-13,129.2813
2015-01-14,129.8906
2015-01-15,130.3594
2015-01-16,129.9375
2015-01-19,129.9375
2015-01-20,129.9688
2015-01-21,129.8594
2015-01-22,128.8438
2015-01-23,129.6094
2015-01-26,129.5469
2015-01-27,129.6250
2015-01-28,130.3906
2015-01-29,130.1875
2015-01-30,130.8750
2015-02-02,130.6563
2015-02-03,130.0000
2015-02-04,
2015-02-05,129.9844
2015-02-06,128.8750
2015-02-09,128.6406
2015-02-10,128.3438
2015-02-11,128.2031
2015-02-12,128.4063
2015-02-13,128.3281
2015-02-16,128.3281
2015-02-17,127.3438
2015-02-25,128.7813
2015-02-26,128.3438
2015-02-27,127.8125
2015-03-02,127.1250
2015-03-03,126.9844
2015-03-04,126.8594
2015-03-05,127.0781
2015-03-06,126.9688
2015-03-09,126.3125
2015-03-10,126.9219
2015-03-11,127.0625
2015-03-12,127.2500
2015-03-13,127.0781
2015-03-16,127.1875
2015-03-17,127.6563
2015-03-18,127.6563
2015-03-19,128.1875
2015-03-20,128.6719
2015-03-23,128.8750
2015-03-24,129.0938
2015-03-25,129.2813
2015-03-26,128.2188
2015-03-27,128.5156
2015-03-30,128.6875
2015-03-31,128.9063
2015-04-01,129.3438
2015-04-02,129.1250
2015-04-03,129.1250
2015-04-07,129.3906
2015-04-08,129.1563
2015-04-09,129.0938
2015-04-10,128.8594
2015-04-13,129.0938
2015-04-14,129.5938
2015-04-15,129.4844
2015-04-16,129.3594
2015-04-17,129.7656
2015-04-20,129.6406
2015-04-21,129.3750
2015-04-22,128.8438
2015-04-23,129.0625
2015-04-24,129.2656
2015-04-27,129.3125
2015-04-28,128.9375
2015-04-29,128.4844
2015-04-30,127.9063
2015-05-04,127.7656
2015-05-05,127.3906
2015-05-06,127.0938
2015-05-07,127.3906
2015-05-08,127.8438
2015-05-11,
2015-05-12,
2015-05-13,127.3125
2015-05-14,127.3906
2015-05-15,128.0156
2015-05-18,127.4844
2015-05-19,127.0313
2015-05-20,127.1563
2015-05-21,127.6094
2015-05-22,127.2656
2015-05-25,127.2656
2015-05-26,127.8750
2015-05-27,127.6875
2015-05-28,128.0156
2015-05-29,127.6719
2015-06-01,126.9219
2015-06-02,126.2969
2015-06-03,125.4063
2015-06-04,125.9688
2015-06-05,125.0625
2015-06-08,125.3438
2015-06-09,125.1094
2015-06-10,124.6719
2015-06-11,125.2031
2015-06-12,125.5469
2015-06-15,125.7188
2015-06-16,125.8750
2015-06-17,125.3125
2015-06-18,126.1406
2015-06-19,126.5313
2015-06-23,125.4688
2015-06-24,125.6875
2015-06-25,125.4375
2015-06-26,125.0000
2015-06-29,126.1250
2015-06-30,126.1563
2015-07-01,125.4375
2015-07-02,125.2188
2015-07-03,125.2188
2015-07-06,126.7031
2015-07-07,126.8906
2015-07-08,127.4688
2015-07-09,126.5000
2015-07-10,125.9063
2015-07-13,125.4063
2015-07-14,125.9219
2015-07-15,126.2656
2015-07-16,126.1719
2015-07-17,126.1094
2015-07-20,125.8750
2015-07-21,126.2813
2015-07-22,126.2656
2015-07-23,126.6563
2015-07-24,126.7656
2015-07-27,127.2188
2015-07-28,126.9688
2015-07-29,126.7188
2015-07-30,126.8594
2015-07-31,127.6094
2015-08-03,127.7969
2015-08-04,127.1250
2015-08-05,126.7188
2015-08-06,127.0625
2015-08-07,127.5469
2015-08-10,127.0938
2015-08-11,127.8438
2015-08-12,127.8125
2015-08-13,127.5000
2015-08-14,127.3281
2015-08-17,127.6250
2015-08-18,127.4531
2015-08-19,128.0938
2015-08-20,128.4688
2015-08-21,128.7813
2015-08-24,129.1250
2015-08-25,128.5938
2015-08-26,127.8594
2015-08-27,127.8281
2015-08-28,127.8438
2015-08-31,126.9063
2015-09-01,127.4375
2015-09-02,127.1875
2015-09-07,127.7344
2015-09-08,127.3281
2015-09-09,127.2500
2015-09-10,127.1094
2015-09-11,127.4375
2015-09-14,127.5313
2015-09-15,126.6250
2015-09-16,126.5625
2015-09-17,127.4844
2015-09-18,127.9219
2015-09-21,127.3906
2015-09-22,128.0625
2015-09-23,127.8906
2015-09-24,128.0781
2015-09-25,127.8750
2015-09-28,128.4375
2015-09-29,128.7813
2015-09-30,128.8906
2015-10-08,128.5000
2015-10-09,128.5469
2015-10-12,128.7813
2015-10-13,128.9219
2015-10-14,129.6094
2015-10-15,129.1406
2015-10-16,128.9531
2015-10-19,129.0000
2015-10-20,128.5625
2015-10-21,128.9219
2015-10-22,128.8750
2015-10-23,128.3750
2015-10-26,128.5938
2015-10-27,128.8438
2015-10-28,128.1094
2015-10-29,127.5781
2015-10-30,127.7188
2015-11-02,127.4219
2015-11-03,127.1563
2015-11-04,126.9531
2015-11-05,126.8750
2015-11-06,126.1094
2015-11-09,125.9219
2015-11-10,126.1875
2015-11-11,126.1250
2015-11-12,126.2344
2015-11-13,126.6563
2015-11-16,126.6719
2015-11-17,126.6875
2015-11-18,126.5938
2015-11-19,126.8125
2015-11-20,126.6719
2015-11-23,126.7969
2015-11-24,126.9688
2015-11-25,126.9688
2015-11-26,126.9688
2015-11-27,126.5000
2015-11-30,126.5000
2015-12-01,127.0000
2015-12-02,126.7031
2015-12-03,125.6406
2015-12-04,125.9531
2015-12-07,126.3125
2015-12-08,126.4531
2015-12-09,126.6094
2015-12-10,126.3438
2015-12-11,127.2656
2015-12-14,126.4219
2015-12-15,126.0781
2015-12-16,125.6719
2015-12-17,126.2344
2015-12-18,126.4531
2015-12-21,126.5625
2015-12-22,126.1875
2015-12-23,126.0313
2015-12-24,126.1719
2015-12-25,126.1719
2015-12-28,126.2344
2015-12-29,125.6406
2015-12-30,125.6875
2015-12-31,125.9063
2016-01-04,126.2188
2016-01-05,126.2813
2016-01-06,126.8594
2016-01-07,127.1719
2016-01-08,127.5000
2016-01-11,127.2031
2016-01-12,127.7500
2016-01-13,127.8438
2016-01-14,127.8750
2016-01-15,128.4531
2016-01-18,128.4531
2016-01-19,128.2500
2016-01-20,128.8594
2016-01-21,128.6094
2016-01-22,128.3125
2016-01-25,128.6250
2016-01-26,128.7188
2016-01-27,128.9063
2016-01-28,129.0313
2016-01-29,129.6250
2016-02-01,129.3125
2016-02-02,130.0625
2016-02-03,130.0469
2016-02-04,130.4375
2016-02-05,130.3750
2016-02-15,131.0469
2016-02-16,130.8281
2016-02-17,130.4219
2016-02-18,131.0625
2016-02-19,130.9219
2016-02-22,130.8594
2016-02-23,131.1250
2016-02-24,130.9375
2016-02-25,131.3281
2016-02-26,130.3750
2016-02-29,130.5313
2016-03-01,129.5781
2016-03-02,129.3750
2016-03-03,129.4844
2016-03-04,129.1563
2016-03-07,128.9375
2016-03-08,129.5469
2016-03-09,129.1719
2016-03-10,128.6094
2016-03-11,128.3125
2016-03-14,128.4063
2016-03-15,128.3438
2016-03-16,129.0625
2016-03-17,129.1250
2016-03-18,129.3906
2016-03-21,129.0156
2016-03-22,128.7344
2016-03-23,129.2969
2016-03-24,129.1875
2016-03-25,129.1875
2016-03-28,129.2813
2016-03-29,130.0469
2016-03-30,130.0469
2016-03-31,130.5000
2016-04-01,130.4688
2016-04-05,130.8750
2016-04-06,130.6875
2016-04-07,131.2344
2016-04-08,131.0781
2016-04-11,131.0313
2016-04-12,130.5469
2016-04-13,130.6094
2016-04-14,130.2813
2016-04-15,130.6094
2016-04-18,130.5000
2016-04-19,130.3125
2016-04-20,129.8125
2016-04-21,129.6563
2016-04-22,129.4844
2016-04-25,129.2969
2016-04-26,129.1719
2016-04-27,129.8750
2016-04-28,130.0469
2016-04-29,129.9219
2016-05-03,130.3125
2016-05-04,130.5000
2016-05-05,130.7500
2016-05-06,130.5469
2016-05-09,130.8281
2016-05-10,130.7188
2016-05-11,130.8750
2016-05-12,130.5938
2016-05-13,130.9844
2016-05-16,130.5000
2016-05-17,130.2969
2016-05-18,129.5781
2016-05-19,129.6094
2016-05-20,129.7656
2016-05-23,129.7656
2016-05-24,129.4844
2016-05-25,129.4688
2016-05-26,129.8594
2016-05-27,129.3906
2016-05-30,129.3906
2016-05-31,129.5469
2016-06-01,129.5938
2016-06-02,129.9219
2016-06-03,130.9844
2016-06-06,130.7344
2016-06-07,130.9063
2016-06-08,130.9531
2016-06-13,131.8125
2016-06-14,131.7656
2016-06-15,132.2656
2016-06-16,132.1406
2016-06-17,131.9063
2016-06-20,131.2656
2016-06-21,131.1719
2016-06-22,131.3438
2016-06-23,130.7500
2016-06-24,132.5938
2016-06-27,133.4531
2016-06-28,133.1719
2016-06-29,132.7031
2016-06-30,133.0625
2016-07-01,133.2500
2016-07-04,133.2500
2016-07-05,133.8281
2016-07-06,133.8438
2016-07-07,133.6719
2016-07-08,133.8438
2016-07-11,133.1875
2016-07-12,132.5000
2016-07-13,132.7344
2016-07-14,132.3125
2016-07-15,132.2500
2016-07-18,132.0000
2016-07-19,132.2656
2016-07-20,131.9688
2016-07-21,132.3125
2016-07-22,132.1250
2016-07-25,132.0313
2016-07-26,132.1094
2016-07-27,132.6563
2016-07-28,132.6250
2016-07-29,133.0938
2016-08-01,132.5781
2016-08-02,132.3750
2016-08-03,132.5625
2016-08-04,132.9531
2016-08-05,132.0625
2016-08-08,131.9688
2016-08-09,132.3125
2016-08-10,132.7188
2016-08-11,132.1094
2016-08-12,132.5469
2016-08-15,132.1875
2016-08-16,131.9688
2016-08-17,132.2031
2016-08-18,132.3906
2016-08-19,131.9531
2016-08-22,132.2344
2016-08-23,132.2656
2016-08-24,132.1875
2016-08-25,132.0313
2016-08-26,131.3750
2016-08-29,131.9844
2016-08-30,130.9531
2016-08-31,130.7813
2016-09-01,130.9375
2016-09-02,130.7344
2016-09-05,130.7344
2016-09-06,131.3906
2016-09-07,131.3281
2016-09-08,130.8438
2016-09-09,130.3281
2016-09-12,130.5156
2016-09-13,130.0313
2016-09-14,130.3594
2016-09-19,130.2656
2016-09-20,130.4844
2016-09-21,130.7031
2016-09-22,130.9375
2016-09-23,131.0000
2016-09-26,131.3438
2016-09-27,131.4844
2016-09-28,131.3594
2016-09-29,131.4844
2016-09-30,131.2188
2016-10-10,129.8125
2016-10-11,129.8594
2016-10-12,129.8906
2016-10-13,130.1406
2016-10-14,129.8281
2016-10-17,130.1250
2016-10-18,130.3594
2016-10-19,130.3438
2016-10-20,130.1719
2016-10-21,130.3594
2016-10-24,130.1406
2016-10-25,130.1875
2016-10-26,129.9063
2016-10-27,129.4219
2016-10-28,129.5469
2016-10-31,129.6875
2016-11-01,129.7344
2016-11-02,130.0156
2016-11-03,130.0156
2016-11-04,130.3281
2016-11-07,129.8438
2016-11-08,129.5156
2016-11-09,127.9688
2016-11-10,127.3906
2016-11-11,127.2344
2016-11-14,126.5625
2016-11-15,126.5000
2016-11-16,126.5469
2016-11-17,125.9688
2016-11-18,125.3906
2016-11-21,125.7813
2016-11-22,125.7031
2016-11-23,125.3594
2016-11-24,125.3594
2016-11-25,125.2500
2016-11-28,125.7344
2016-11-29,125.1094
2016-11-30,124.3906
2016-12-01,124.0000
2016-12-02,124.5313
2016-12-05,124.3750
2016-12-06,124.4844
2016-12-07,124.8125
2016-12-08,124.3750
2016-12-09,123.9375
2016-12-12,124.0156
2016-12-13,124.0000
2016-12-14,123.0469
2016-12-15,122.6875
2016-12-16,122.8281
2016-12-19,123.2813
2016-12-20,123.1406
2016-12-21,123.2969
2016-12-22,123.2656
2016-12-23,123.3438
2016-12-26,123.3438
2016-12-27,123.1875
2016-12-28,123.6094
2016-12-29,123.9063
2016-12-30,124.1406
2017-01-03,124.1250
2017-01-04,124.2500
2017-01-05,124.9375
2017-01-06,124.3750
2017-01-09,124.8281
2017-01-10,124.7813
2017-01-11,124.8438
2017-01-12,124.9375
2017-01-13,124.6563
2017-01-16,124.6563
2017-01-17,125.2500
2017-01-18,124.4531
2017-01-19,124.0938
2017-01-20,124.2031
2017-01-23,124.7969
2017-01-24,124.2969
2017-01-25,123.8750
2017-01-26,123.9688
2017-02-03,124.4375
2017-02-06,124.9219
2017-02-07,125.0469
2017-02-08,125.4531
2017-02-09,124.8906
2017-02-10,124.7813
2017-02-13,124.6094
2017-02-14,124.2188
2017-02-15,123.9688
2017-02-16,124.4531
2017-02-17,124.7656
2017-02-20,124.7656
2017-02-21,124.6719
2017-02-22,124.7813
2017-02-23,125.1250
2017-02-24,125.6250
2017-02-27,124.5938
2017-02-28,124.2344
2017-03-01,123.7656
2017-03-02,123.5938
2017-03-03,123.6406
2017-03-06,123.5938
2017-03-07,123.4219
2017-03-08,123.0781
2017-03-09,122.7969
2017-03-10,123.0469
2017-03-13,122.6875
2017-03-14,122.8438
2017-03-15,123.7813
2017-03-16,123.5000
2017-03-17,123.7500
2017-03-20,124.0625
2017-03-21,124.4063
2017-03-22,124.4531
2017-03-23,124.3281
2017-03-24,124.3906
2017-03-27,124.6250
2017-03-28,124.2656
2017-03-29,124.6406
2017-03-30,124.3281
2017-03-31,124.6250
2017-04-05,125.1875
2017-04-06,125.1250
2017-04-07,124.7188
2017-04-10,124.8906
2017-04-11,125.4844
2017-04-12,125.9844
2017-04-13,126.0000
2017-04-14,126.0000
2017-04-17,125.8906
2017-04-18,126.5469
2017-04-19,126.1875
2017-04-20,126.0156
2017-04-21,125.9531
2017-04-24,125.8125
2017-04-25,125.3438
2017-04-26,125.5938
2017-04-27,125.6406
2017-04-28,125.7344
2017-05-02,125.7969
2017-05-03,125.4531
2017-05-04,125.1719
2017-05-05,125.2500
2017-05-08,124.9844
2017-05-09,124.8750
2017-05-10,124.7969
2017-05-11,125.0469
2017-05-12,125.5156
2017-05-15,125.3906
2017-05-16,125.5313
2017-05-17,126.3594
2017-05-18,126.2813
2017-05-19,126.2500
2017-05-22,126.0781
2017-05-23,125.8750
2017-05-24,126.2031
2017-05-25,126.1250
2017-05-26,126.1875
2017-05-31,126.2344
2017-06-01,126.2344
2017-06-02,126.6250
2017-06-05,126.4375
2017-06-06,126.7500
2017-06-07,126.5625
2017-06-08,126.4844
2017-06-09,126.3750
2017-06-12,126.3125
2017-06-13,126.3594
2017-06-14,126.9688
2017-06-15,126.6406
2017-06-16,126.7813
2017-06-19,126.4375
2017-06-20,126.6719
2017-06-21,126.5938
2017-06-22,126.6719
2017-06-23,126.7344
2017-06-26,126.7656
2017-06-27,126.2344
2017-06-28,126.1563
2017-06-29,125.8125
2017-06-30,125.5000
2017-07-03,125.0781
2017-07-04,125.0938
2017-07-05,125.2969
2017-07-06,125.0313
2017-07-07,124.8906
2017-07-10,125.0313
2017-07-11,125.1563
2017-07-12,125.5469
2017-07-13,125.4063
2017-07-14,125.5781
2017-07-17,125.6875
2017-07-18,126.1406
2017-07-19,126.0000
2017-07-20,126.0938
2017-07-21,126.2969
2017-07-24,126.1563
2017-07-25,125.4844
2017-07-26,125.9375
2017-07-27,125.7500
2017-07-28,125.9219
2017-07-31,125.8438
2017-08-01,126.2031
2017-08-02,126.0469
2017-08-03,126.3906
2017-08-04,126.1094
2017-08-07,126.1719
2017-08-08,126.1250
2017-08-09,126.2500
2017-08-10,126.6719
2017-08-11,126.7656
2017-08-14,126.5313
2017-08-15,126.1094
2017-08-16,126.5313
2017-08-17,126.7969
2017-08-18,126.7500
2017-08-21,126.8594
2017-08-22,126.5625
2017-08-23,126.9375
2017-08-24,126.6719
2017-08-25,126.8750
2017-08-28,126.9844
2017-08-29,127.2188
2017-08-30,126.8750
2017-08-31,127.0156
2017-09-01,126.5938
2017-09-04,126.5938
2017-09-05,127.4531
2017-09-06,127.1094
2017-09-07,127.6406
2017-09-08,127.5313
2017-09-11,126.9375
2017-09-12,126.6563
2017-09-13,126.5000
2017-09-14,126.4844
2017-09-15,126.2813
2017-09-18,126.0781
2017-09-19,125.9375
2017-09-20,125.6719
2017-09-21,125.5938
2017-09-22,125.8281
2017-09-25,126.0469
2017-09-26,125.9219
2017-09-27,125.4219
2017-09-28,125.5313
2017-09-29,125.2344
2017-10-09,125.1406
2017-10-10,125.1094
2017-10-11,125.1875
2017-10-12,125.4063
2017-10-13,125.7500
2017-10-16,125.4219
2017-10-17,125.4219
2017-10-18,125.0938
2017-10-19,125.3438
2017-10-20,124.8125
2017-10-23,124.9688
2017-10-24,124.6094
2017-10-25,124.5469
2017-10-26,124.2969
2017-10-27,124.7344
2017-10-30,125.0156
2017-10-31,124.8906
2017-11-01,124.9375
2017-11-02,125.1406
2017-11-03,125.2500
2017-11-06,125.3594
2017-11-07,125.3438
2017-11-08,125.2188
2017-11-09,125.1875
2017-11-10,124.7031
2017-11-13,124.5938
2017-11-14,124.7656
2017-11-15,125.1250
2017-11-16,124.7969
2017-11-17,124.9688
2017-11-20,124.7188
2017-11-21,124.7188
2017-11-22,125.1094
2017-11-23,125.1250
2017-11-24,124.9375
2017-11-27,125.1094
2017-11-28,125.0469
2017-11-29,124.3438
2017-11-30,124.0625
2017-12-01,124.4219
2017-12-04,124.2813
2017-12-05,124.3750
2017-12-06,124.5625
2017-12-07,124.4063
2017-12-08,124.2969
2017-12-11,124.2188
2017-12-12,124.1406
2017-12-13,124.6250
2017-12-14,124.5000
2017-12-15,124.4375
2017-12-18,124.2500
2017-12-19,123.6719
2017-12-20,123.4531
2017-12-21,123.5156
2017-12-22,123.5156
2017-12-25,123.5156
2017-12-26,123.5625
2017-12-27,123.9844
2017-12-28,123.8594
2017-12-29,124.0156
2018-01-02,123.6875
2018-01-03,123.8125
2018-01-04,123.6563
2018-01-05,123.4844
2018-01-08,123.4844
2018-01-09,123.0469
2018-01-10,123.0000
2018-01-11,123.0625
2018-01-12,122.9531
2018-01-15,122.9531
2018-01-16,122.9688
2018-01-17,122.5781
2018-01-18,122.4219
2018-01-19,122.1250
2018-01-22,122.1875
2018-01-23,122.5000
2018-01-24,122.2188
2018-01-25,122.4219
2018-01-26,122.0625
2018-01-29,121.8438
2018-01-30,121.6406
2018-01-31,121.5938
2018-02-01,121.0938
2018-02-02,120.8125
2018-02-05,122.0000
2018-02-06,121.2188
2018-02-07,121.0625
2018-02-08,121.0313
2018-02-09,120.9688
2018-02-12,120.8594
2018-02-13,121.0469
2018-02-14,120.3906
2018-02-22,120.3594
2018-02-23,120.7500
2018-02-26,120.7656
2018-02-27,120.4375
2018-02-28,120.0938
2018-03-01,120.5469
2018-03-02,120.1563
2018-03-05,120.0000
2018-03-06,120.0000
2018-03-07,120.0313
2018-03-08,120.2031
2018-03-09,120.0156
2018-03-12,120.1719
2018-03-13,120.3594
2018-03-14,120.5469
2018-03-15,120.4531
2018-03-16,120.3594
2018-03-19,120.2656
2018-03-20,119.9688
2018-03-21,120.1406
2018-03-22,120.5625
2018-03-23,120.6719
2018-03-26,120.3906
2018-03-27,120.9844
2018-03-28,120.8594
2018-03-29,121.0313
2018-03-30,121.0313
2018-04-02,121.2344
2018-04-03,120.8906
2018-04-04,120.7031
2018-04-09,120.9375
2018-04-10,120.7656
2018-04-11,120.8906
2018-04-12,120.4531
2018-04-13,120.5000
2018-04-16,120.4688
2018-04-17,120.4531
2018-04-18,120.1250
2018-04-19,119.8594
2018-04-20,119.4688
2018-04-23,119.3125
2018-04-24,119.1875
2018-04-25,119.0313
2018-04-26,119.3594
2018-04-27,119.5000
2018-05-02,119.5000
2018-05-03,119.6875
2018-05-04,119.6563
2018-05-07,119.6719
2018-05-08,119.4375
2018-05-09,119.2188
2018-05-10,119.4063
2018-05-11,119.3750
2018-05-14,119.1563
2018-05-15,118.6563
2018-05-16,118.5000
2018-05-17,118.4688
2018-05-18,118.8906
2018-05-21,118.8906
2018-05-22,118.8906
2018-05-23,119.4063
2018-05-24,119.4844
2018-05-25,120.0000
2018-05-28,120.0000
2018-05-29,120.8281
2018-05-30,120.1875
2018-05-31,120.1719
2018-06-01,119.7656
2018-06-04,119.4375
2018-06-05,119.6250
2018-06-06,119.2969
2018-06-07,119.6719
2018-06-08,119.5000
2018-06-11,119.4531
2018-06-12,119.3906
2018-06-13,119.2656
2018-06-14,119.4688
2018-06-15,119.5938
2018-06-19,119.8125
2018-06-20,119.5156
2018-06-21,119.8438
2018-06-22,119.8750
2018-06-25,119.9531
2018-06-26,120.0000
2018-06-27,120.3906
2018-06-28,120.2813
2018-06-29,120.1250
2018-07-02,120.0469
2018-07-03,120.3594
2018-07-04,120.2344
2018-07-05,120.3438
2018-07-06,120.3750
2018-07-09,120.1406
2018-07-10,120.1875
2018-07-11,120.1719
2018-07-12,120.2188
2018-07-13,120.3906
2018-07-16,120.1563
2018-07-17,120.1250
2018-07-18,120.0781
2018-07-19,120.3281
2018-07-20,120.0000
2018-07-23,119.5469
2018-07-24,119.5625
2018-07-25,119.3438
2018-07-26,119.3125
2018-07-27,119.5000
2018-07-30,119.3750
2018-07-31,119.4219
2018-08-01,119.1406
2018-08-02,119.3125
2018-08-03,119.6094
2018-08-06,119.7031
2018-08-07,119.4531
2018-08-08,119.5469
2018-08-09,119.7656
2018-08-10,120.2344
2018-08-13,120.1875
2018-08-14,120.0625
2018-08-15,120.3438
2018-08-16,120.3125
2018-08-17,120.3281
2018-08-20,120.6719
2018-08-21,120.5625
2018-08-22,120.6250
2018-08-23,120.5156
2018-08-24,120.6250
2018-08-27,120.3438
2018-08-28,120.1250
2018-08-29,120.0625
2018-08-30,120.1875
2018-08-31,120.2188
2018-09-03,120.2188
2018-09-04,119.9375
2018-09-05,119.9531
2018-09-06,120.1875
2018-09-07,119.6406
2018-09-10,119.6719
2018-09-11,119.3125
2018-09-12,119.4063
2018-09-13,119.3594
2018-09-14,119.1406
2018-09-17,119.2344
2018-09-18,118.7188
2018-09-19,118.6719
2018-09-20,118.6875
2018-09-21,118.6875
2018-09-25,118.4688
2018-09-26,118.8125
2018-09-27,118.7813
2018-09-28,118.7344
2018-10-08,117.6406
2018-10-09,117.8125
2018-10-10,118.1875
2018-10-11,118.2500
2018-10-12,118.1719
2018-10-15,118.2500
2018-10-16,118.1406
2018-10-17,117.8594
2018-10-18,118.0938
2018-10-19,117.9844
2018-10-22,117.9688
2018-10-23,118.2344
2018-10-24,118.7656
2018-10-25,118.6719
2018-10-26,119.0156
2018-10-29,118.9219
2018-10-30,118.6719
2018-10-31,118.5313
2018-11-01,118.6563
2018-11-02,118.0469
2018-11-05,118.1250
2018-11-06,117.9688
2018-11-07,117.8281
2018-11-08,117.7031
2018-11-09,118.1406
2018-11-12,118.4531
2018-11-13,118.5156
2018-11-14,118.7031
2018-11-15,118.8438
2018-11-16,119.2500
2018-11-19,119.2656
2018-11-20,119.2500
2018-11-21,119.2031
2018-11-22,119.2031
2018-11-23,119.3281
2018-11-26,119.2344
2018-11-27,119.2344
2018-11-28,119.2656
2018-11-29,119.3750
2018-11-30,119.5156
2018-12-03,119.6094
2018-12-04,120.1094
2018-12-05,
2018-12-06,120.2969
2018-12-07,120.6875
2018-12-10,120.6719
2018-12-11,120.4375
2018-12-12,120.1875
2018-12-13,120.2500
2018-12-14,120.3906
2018-12-17,120.6563
2018-12-18,120.8750
2018-12-19,121.2188
2018-12-20,120.9844
2018-12-21,121.1094
2018-12-24,121.5313
2018-12-25,121.5313
2018-12-26,120.9219
2018-12-27,121.2813
2018-12-28,121.7813
2019-01-02,122.5000
2019-01-03,123.1563
2019-01-04,122.1875
2019-01-07,121.9375
2019-01-08,121.6406
2019-01-09,121.7813
2019-01-10,121.7188
2019-01-11,121.9531
2019-01-14,121.9531
2019-01-15,121.8438
2019-01-16,121.7500
2019-01-17,121.5156
2019-01-18,121.1406
2019-01-21,121.1406
2019-01-22,121.4844
2019-01-23,121.4531
2019-01-24,121.7344
2019-01-25,121.4219
2019-01-28,121.4844
2019-01-29,121.7969
2019-01-30,122.0313
2019-01-31,122.4375
2019-02-01,121.9844
2019-02-11,122.1719
2019-02-12,121.9844
2019-02-13,121.7344
2019-02-14,122.1406
2019-02-15,122.0469
2019-02-18,122.0469
2019-02-19,122.2031
2019-02-20,122.2188
2019-02-21,121.8594
2019-02-22,122.1719
2019-02-25,122.1094
2019-02-26,122.2813
2019-02-27,122.2813
2019-02-28,121.9531
2019-03-01,121.6406
2019-03-04,121.8750
2019-03-05,121.8906
2019-03-06,122.5781
2019-03-07,122.5781
2019-03-08,122.7031
2019-03-11,122.6406
2019-03-12,122.8750
2019-03-13,122.7031
2019-03-14,122.6875
2019-03-15,122.9688
