date,DJI_GI,IXIC_GI,SPX_GI,TY_CBT,hs300
2006-12-25,12343.22,2401.18,1410.76,108.1563,2435.762
2006-12-26,12407.63,2413.51,1416.9,108.2656,2479.732
2006-12-27,12510.57,2431.22,1426.84,107.8594,2536.387
2006-12-28,12501.52,2425.57,1424.73,107.5938,2567.594
2006-12-29,12463.15,2415.29,1418.3,107.4688,2675.474
2007-01-04,12480.69,2453.43,1418.34,108.0625,2715.719
2007-01-05,12398.01,2434.25,1409.71,107.875,2641.334
2007-01-08,12423.49,2438.2,1412.84,107.8125,2707.199
2007-01-09,12416.6,2443.83,1412.11,107.8125,2807.804
2007-01-10,12442.16,2459.33,1414.85,107.6875,2825.576
2007-01-11,12514.98,2484.85,1423.82,107.3125,2770.11
2007-01-12,12556.08,2502.82,1430.73,107.1094,2668.11
2007-01-15,12556.08,2502.82,1430.73,107.1094,2794.701
2007-01-16,12582.59,2497.78,1431.9,107.2344,2821.017
2007-01-17,12577.15,2479.42,1430.62,106.9844,2778.9
2007-01-18,12567.93,2443.21,1426.37,107.1875,2756.983
2007-01-19,12565.53,2451.31,1430.5,107.0469,2832.207
2007-01-22,12477.16,2431.07,1422.95,107.1406,2933.19
2007-01-23,12533.8,2431.41,1427.99,106.8906,2949.144
2007-01-24,12621.77,2466.28,1440.13,106.875,2975.129
2007-01-25,12502.56,2434.24,1423.9,106.5,2857.365
2007-01-26,12487.02,2435.49,1422.18,106.4375,2882.558
2007-01-29,12490.78,2441.09,1420.62,106.3594,2945.263
2007-01-30,12523.31,2448.64,1428.82,106.4531,2930.562
2007-01-31,12621.69,2463.93,1438.24,106.75,2786.335
2007-02-01,12673.68,2468.38,1445.94,106.6719,2785.432
2007-02-02,12653.49,2475.88,1448.39,106.7188,2673.212
2007-02-05,12661.74,2470.6,1446.99,106.8438,2612.537
2007-02-06,12666.31,2471.49,1448.0,107.125,2675.697
2007-02-07,12666.87,2490.5,1450.02,107.2969,2716.175
2007-02-08,12637.63,2488.67,1448.31,107.3281,2737.732
2007-02-09,12580.83,2459.82,1438.06,106.9844,2730.386
2007-02-12,12552.55,2450.38,1433.37,106.8594,2807.174
2007-02-13,12654.85,2459.88,1444.26,106.7969,2831.872
2007-02-14,12741.86,2488.38,1455.3,107.3438,2905.093
2007-02-15,12765.01,2497.1,1456.81,107.5156,2993.008
2007-02-16,12767.57,2496.31,1455.54,107.5938,2998.474
2007-02-26,12632.26,2504.52,1449.37,107.9844,3040.599
2007-02-27,12216.24,2407.86,1399.04,108.8438,2771.791
2007-02-28,12268.63,2416.15,1406.82,108.5938,2881.073
2007-03-01,12234.34,2404.21,1403.17,108.5938,2797.19
2007-03-02,12114.1,2368.0,1387.17,108.875,2831.526
2007-03-05,12050.41,2340.68,1374.12,108.8438,2785.306
2007-03-06,12207.59,2385.14,1395.41,108.75,2840.175
2007-03-07,12192.45,2374.64,1391.97,108.9531,2896.594
2007-03-08,12260.7,2387.73,1401.89,108.9219,2928.015
2007-03-09,12276.32,2387.55,1402.85,108.3594,2937.91
2007-03-12,12318.62,2402.29,1406.6,108.6094,2954.914
2007-03-13,12075.96,2350.57,1377.95,109.0781,2964.794
2007-03-14,12133.4,2371.74,1387.17,108.9219,2906.334
2007-03-15,12159.68,2378.7,1392.28,108.8281,2951.698
2007-03-16,12110.41,2372.66,1386.95,108.7656,2930.481
2007-03-19,12226.17,2394.41,1402.06,108.5938,3014.442
2007-03-20,12288.1,2408.21,1410.94,108.7344,3032.195
2007-03-21,12447.52,2455.92,1435.04,109.0,3057.38
2007-03-22,12461.14,2451.74,1434.54,108.5313,3071.225
2007-03-23,12481.01,2448.93,1436.11,108.375,3074.286
2007-03-26,12469.07,2455.63,1437.5,108.5313,3122.811
2007-03-27,12397.29,2437.43,1428.61,108.3906,3138.826
2007-03-28,12300.36,2417.1,1417.23,108.375,3173.018
2007-03-29,12348.75,2417.88,1422.53,108.25,3197.537
2007-03-30,12354.35,2421.64,1420.86,108.125,3183.983
2007-04-02,12382.3,2422.26,1424.55,108.1563,3252.595
2007-04-03,12510.3,2450.33,1437.77,108.0,3291.299
2007-04-04,12530.05,2458.69,1439.37,108.125,3291.542
2007-04-05,12560.2,2471.34,1443.76,107.9531,3319.14
2007-04-06,12560.2,2471.34,1443.76,107.9531,3323.585
2007-04-09,12569.14,2469.18,1444.61,107.4375,3398.95
2007-04-10,12573.85,2477.61,1448.39,107.5781,3444.291
2007-04-11,12484.62,2459.31,1438.87,107.4844,3495.224
2007-04-12,12552.96,2480.32,1447.8,107.4844,3531.029
2007-04-13,12612.13,2491.94,1452.85,107.3125,3518.267
2007-04-16,12720.46,2518.33,1468.47,107.4531,3596.441
2007-04-17,12773.04,2516.95,1471.48,107.7969,3611.87
2007-04-18,12803.84,2510.5,1472.5,108.0313,3612.396
2007-04-19,12808.63,2505.35,1470.73,107.9844,3449.016
2007-04-20,12961.98,2526.39,1484.35,108.0,3584.204
2007-04-23,12919.4,2523.67,1480.93,108.125,3710.886
2007-04-24,12953.94,2524.54,1480.41,108.3281,3720.532
2007-04-25,13089.89,2547.89,1495.42,108.1719,3743.959
2007-04-26,13105.5,2554.46,1494.25,107.9063,3783.063
2007-04-27,13120.94,2557.21,1494.07,107.8438,3759.867
2007-04-30,13062.91,2525.09,1482.37,108.3281,3841.272
2007-05-08,13309.07,2571.75,1507.72,108.2656,3950.011
2007-05-09,13362.87,2576.34,1512.58,107.9531,4013.085
2007-05-10,13215.13,2533.74,1491.47,108.1406,4049.701
2007-05-11,13326.22,2562.22,1505.85,107.9688,4021.678
2007-05-14,13346.78,2546.44,1503.15,107.8438,4046.392
2007-05-15,13383.84,2525.29,1501.19,107.6875,3899.178
2007-05-16,13487.53,2547.42,1514.14,107.6875,3986.043
2007-05-17,13476.73,2539.38,1512.75,107.3594,4048.293
2007-05-18,13556.53,2558.45,1522.75,107.0469,4030.258
2007-05-21,13542.88,2578.79,1525.1,107.1406,4072.225
2007-05-22,13539.95,2588.02,1524.12,106.875,4110.379
2007-05-23,13525.65,2577.05,1522.28,106.7031,4173.709
2007-05-24,13441.13,2537.92,1507.51,106.6875,4151.133
2007-05-25,13507.28,2557.19,1515.73,106.6563,4179.776
2007-05-28,13507.28,2557.19,1515.73,106.6563,4272.111
2007-05-29,13521.34,2572.06,1518.11,106.5,4334.924
2007-05-30,13633.08,2592.59,1530.23,106.4844,4053.088
2007-05-31,13627.64,2604.52,1530.62,106.375,4109.654
2007-06-01,13668.11,2613.92,1536.34,105.9219,4000.742
2007-06-04,13676.32,2618.29,1539.18,106.0625,3670.401
2007-06-05,13595.46,2611.23,1530.95,105.75,3767.101
2007-06-06,13465.67,2587.18,1517.38,105.8594,3776.317
2007-06-07,13266.73,2541.38,1490.72,105.0781,3890.803
2007-06-08,13424.39,2573.54,1507.67,104.9531,3913.135
2007-06-11,13424.96,2572.15,1509.12,104.8594,3995.68
2007-06-12,13295.01,2549.77,1493.0,104.1719,4072.138
2007-06-13,13482.35,2582.31,1515.67,104.375,4176.48
2007-06-14,13553.72,2599.41,1522.97,104.2656,4115.209
2007-06-15,13639.48,2626.71,1532.91,104.625,4132.869
2007-06-18,13612.98,2626.6,1531.05,104.8125,4253.348
2007-06-19,13635.42,2626.76,1533.7,105.2344,4269.524
2007-06-20,13489.42,2599.96,1512.84,104.9531,4181.323
2007-06-21,13545.84,2616.96,1522.19,104.75,4230.823
2007-06-22,13360.26,2588.96,1502.56,104.9688,4091.445
2007-06-25,13352.05,2577.08,1497.74,105.4063,3941.081
2007-06-26,13337.66,2574.16,1492.89,105.2656,3973.371
2007-06-27,13427.73,2605.35,1506.34,105.4844,4078.599
2007-06-28,13422.28,2608.37,1505.71,105.2031,3914.204
2007-06-29,13408.62,2603.23,1503.35,105.7031,3820.703
2007-07-02,13535.43,2632.3,1519.43,105.9375,3836.294
2007-07-03,13577.3,2644.95,1524.87,105.5938,3899.724
2007-07-04,13577.3,2644.95,1524.87,105.5938,3816.165
2007-07-05,13565.84,2656.65,1525.4,104.9375,3615.872
2007-07-06,13611.68,2666.51,1530.44,104.6094,3781.348
2007-07-09,13649.97,2670.02,1531.85,104.8438,3883.216
2007-07-10,13501.7,2639.16,1510.12,105.625,3853.021
2007-07-11,13577.87,2651.79,1518.76,105.4219,3865.723
2007-07-12,13861.73,2701.73,1547.7,105.125,3915.991
2007-07-13,13907.25,2707.0,1552.5,105.1563,3914.395
2007-07-16,13950.98,2697.33,1549.52,105.6094,3821.916
2007-07-17,13971.55,2712.29,1549.37,105.3438,3896.191
2007-07-18,13918.22,2699.49,1546.17,105.8438,3930.06
2007-07-19,14000.41,2720.04,1553.08,105.7344,3912.941
2007-07-20,13851.08,2687.6,1534.1,106.2344,4058.853
2007-07-23,13943.42,2690.58,1541.57,106.1719,4213.361
2007-07-24,13716.95,2639.86,1511.04,106.3438,4210.329
2007-07-25,13785.07,2648.17,1518.09,106.5938,4323.966
2007-07-26,13473.57,2599.34,1482.66,107.5313,4346.458
2007-07-27,13265.47,2562.24,1458.95,107.3906,4345.357
2007-07-30,13358.31,2583.28,1473.91,107.2188,4440.769
2007-07-31,13211.99,2546.27,1455.27,107.4219,4471.032
2007-08-01,13362.37,2553.16,1465.81,107.4531,4300.563
2007-08-02,13463.33,2575.98,1472.2,107.4688,4407.73
2007-08-03,13181.91,2511.25,1433.06,107.875,4560.774
2007-08-06,13468.78,2547.33,1467.67,107.6719,4628.108
2007-08-07,13504.3,2561.6,1476.71,107.5625,4651.225
2007-08-08,13657.86,2612.98,1497.49,106.8594,4663.162
2007-08-09,13270.68,2556.49,1453.09,107.375,4754.095
2007-08-10,13239.54,2544.89,1453.64,107.4844,4749.369
2007-08-13,13236.53,2542.24,1452.92,107.5313,4820.064
2007-08-14,13028.92,2499.12,1426.54,107.875,4872.785
2007-08-15,12861.47,2458.83,1406.7,108.1875,4869.883
2007-08-16,12845.78,2451.07,1411.27,108.8594,4765.448
2007-08-17,13079.08,2505.03,1445.94,108.5938,4656.574
2007-08-20,13121.35,2508.59,1445.55,108.7813,4904.855
2007-08-21,13090.86,2521.3,1447.12,109.0781,4955.207
2007-08-22,13236.13,2552.8,1464.07,108.8438,4980.075
2007-08-23,13235.88,2541.7,1462.5,108.8125,5032.494
2007-08-24,13378.87,2576.69,1479.37,108.6563,5107.668
2007-08-27,13322.13,2561.25,1466.79,108.8438,5150.118
2007-08-28,13041.85,2500.64,1432.36,109.5,5194.689
2007-08-29,13289.29,2563.16,1463.76,109.3906,5109.427
2007-08-30,13238.73,2565.3,1457.64,109.4375,5167.884
2007-08-31,13357.74,2596.36,1473.99,109.0469,5218.825
2007-09-03,13357.74,2596.36,1473.99,109.0469,5321.055
2007-09-04,13448.86,2630.24,1489.42,109.0469,5294.045
2007-09-05,13305.47,2605.95,1472.29,109.7188,5310.716
2007-09-06,13363.35,2614.32,1478.55,109.5,5393.66
2007-09-07,13113.38,2565.7,1453.55,110.5469,5277.176
2007-09-10,13127.85,2559.11,1451.7,110.7813,5355.287
2007-09-11,13308.39,2597.47,1471.49,110.4219,5113.968
2007-09-12,13291.65,2592.07,1471.56,110.1563,5172.627
2007-09-13,13424.88,2601.06,1483.95,109.6563,5273.592
2007-09-14,13442.52,2602.18,1484.25,109.8281,5312.182
2007-09-17,13403.42,2581.66,1476.65,109.7656,5421.392
2007-09-18,13739.39,2651.66,1519.78,109.8594,5425.208
2007-09-19,13815.56,2666.48,1529.03,109.5938,5395.265
2007-09-20,13766.7,2654.29,1518.75,108.6406,5470.065
2007-09-21,13820.19,2671.22,1525.75,108.8906,5454.674
2007-09-24,13759.06,2667.95,1517.73,108.9375,5485.013
2007-09-25,13778.65,2683.45,1517.21,109.0469,5425.88
2007-09-26,13878.15,2699.03,1525.42,109.0469,5338.52
2007-09-27,13912.94,2709.59,1531.38,109.375,5409.403
2007-09-28,13895.63,2701.5,1526.75,109.2813,5552.301
2007-10-08,14043.73,2787.37,1552.58,108.7656,5692.755
2007-10-09,14164.53,2803.91,1565.15,107.8594,5715.892
2007-10-10,14078.69,2811.61,1562.47,108.7031,5771.464
2007-10-11,14015.12,2772.2,1554.41,108.6563,5913.23
2007-10-12,14093.08,2805.68,1561.8,108.4688,5903.264
2007-10-15,13984.8,2780.05,1548.71,108.625,6030.086
2007-10-16,13912.94,2763.91,1538.53,108.7969,6092.057
2007-10-17,13892.54,2792.67,1541.24,109.5625,6036.281
2007-10-18,13888.96,2799.31,1540.08,109.8906,5825.282
2007-10-19,13522.02,2725.16,1500.63,110.5625,5818.047
2007-10-22,13566.97,2753.93,1506.33,110.5313,5667.332
2007-10-23,13676.23,2799.26,1519.59,110.5156,5773.387
2007-10-24,13675.25,2774.76,1515.88,111.0313,5843.109
2007-10-25,13671.92,2750.86,1514.4,110.8594,5562.394
2007-10-26,13806.7,2804.19,1535.28,110.6406,5589.631
2007-10-29,13870.26,2817.44,1540.98,110.6563,5747.997
2007-10-30,13792.47,2816.71,1531.02,110.6563,5897.193
2007-10-31,13930.01,2859.12,1549.38,110.0156,5954.765
2007-11-01,13567.87,2794.83,1508.44,110.7969,5914.285
2007-11-02,13595.1,2810.38,1509.65,111.3438,5777.809
2007-11-05,13543.4,2795.18,1502.17,111.1563,5634.452
2007-11-06,13660.94,2825.18,1520.27,110.875,5536.569
2007-11-07,13300.02,2748.76,1475.62,111.1719,5601.783
2007-11-08,13266.29,2696.0,1474.77,111.625,5330.023
2007-11-09,13042.74,2627.94,1453.7,111.9844,5315.54
2007-11-12,12987.55,2584.13,1439.18,111.9844,5187.735
2007-11-13,13307.09,2673.65,1481.05,111.9844,5158.118
2007-11-14,13231.01,2644.32,1470.58,111.5938,5412.694
2007-11-15,13110.05,2618.51,1451.15,112.375,5365.267
2007-11-16,13176.79,2637.24,1458.74,112.4531,5316.274
2007-11-19,12958.44,2593.38,1433.27,113.0156,5269.817
2007-11-20,13010.14,2596.81,1439.7,113.1563,5293.703
2007-11-21,12799.04,2562.15,1416.77,113.3906,5214.225
2007-11-22,12799.04,2562.15,1416.77,113.3906,4984.161
2007-11-23,12980.88,2596.6,1440.7,113.4531,5032.13
2007-11-26,12743.44,2540.99,1407.22,114.5938,4958.849
2007-11-27,12958.44,2580.8,1428.23,113.9531,4861.111
2007-11-28,13289.45,2662.91,1469.02,113.4219,4803.394
2007-11-29,13311.73,2668.13,1469.72,114.0,5003.333
2007-11-30,13371.72,2660.96,1481.14,113.2031,4871.778
2007-12-03,13314.57,2637.13,1472.42,113.8906,4868.611
2007-12-04,13248.73,2619.83,1462.79,113.9375,4915.889
2007-12-05,13444.96,2666.36,1485.01,113.9375,5042.654
2007-12-06,13619.89,2709.03,1507.34,113.3906,5035.073
2007-12-07,13625.58,2706.16,1504.66,112.5625,5091.756
2007-12-10,13727.03,2718.95,1515.96,112.375,5161.919
2007-12-11,13432.77,2652.35,1477.65,113.6094,5175.076
2007-12-12,13473.9,2671.14,1486.59,112.9531,5095.543
2007-12-13,13517.96,2668.49,1488.41,112.3906,4958.043
2007-12-14,13339.85,2635.74,1467.95,111.9531,5007.911
2007-12-17,13167.2,2574.46,1445.9,112.3125,4876.761
2007-12-18,13232.47,2596.03,1454.98,112.8281,4836.174
2007-12-19,13207.27,2601.01,1453.0,113.2031,4941.784
2007-12-20,13245.64,2640.86,1460.12,113.5156,5043.535
2007-12-21,13450.65,2691.99,1484.46,112.4375,5101.779
2007-12-24,13549.33,2713.5,1496.45,112.0938,5234.262
2007-12-25,13549.33,2713.5,1496.45,112.0938,5201.181
2007-12-26,13551.69,2724.41,1497.66,111.5938,5233.351
2007-12-27,13359.61,2676.79,1476.37,112.2188,5308.889
2007-12-28,13365.87,2674.46,1478.49,112.9063,5261.563
2008-01-02,13043.96,2609.63,1447.16,114.3906,5272.814
2008-01-03,13056.72,2602.68,1447.16,114.3438,5319.861
2008-01-04,12800.18,2504.65,1411.63,114.9844,5361.574
2008-01-07,12827.49,2499.46,1416.18,115.1563,5393.343
2008-01-08,12589.07,2440.51,1390.19,115.1563,5386.531
2008-01-09,12735.31,2474.55,1409.13,115.4688,5435.807
2008-01-10,12853.09,2488.52,1420.33,114.8125,5456.541
2008-01-11,12606.3,2439.94,1401.02,115.4375,5484.677
2008-01-14,12778.15,2478.3,1416.25,115.5,5497.901
2008-01-15,12501.11,2417.59,1380.95,116.0938,5443.791
2008-01-16,12466.16,2394.59,1373.2,116.0313,5290.606
2008-01-17,12159.21,2346.9,1333.25,116.5469,5151.626
2008-01-18,12099.3,2340.02,1325.19,116.6719,5180.514
2008-01-21,12099.3,2340.02,1325.19,116.6719,4914.435
2008-01-22,11971.19,2292.27,1310.5,117.8281,4559.751
2008-01-23,12270.17,2316.41,1338.6,118.2031,4703.047
2008-01-24,12378.61,2360.92,1352.07,116.6719,4717.734
2008-01-25,12207.17,2326.2,1330.61,117.0469,4761.688
2008-01-28,12383.89,2349.91,1353.97,117.0,4419.294
2008-01-29,12480.3,2358.06,1362.3,116.3281,4457.944
2008-01-30,12442.83,2349.0,1355.81,116.0,4417.849
2008-01-31,12650.36,2389.86,1378.55,117.0469,4383.393
2008-02-01,12743.19,2413.36,1395.42,117.0469,4320.767
2008-02-04,12635.16,2382.85,1380.82,116.8125,4672.17
2008-02-05,12265.13,2309.57,1336.64,117.4375,4599.696
2008-02-13,12552.24,2373.93,1367.21,116.9844,4490.721
2008-02-14,12376.98,2332.54,1348.86,116.2344,4552.316
2008-02-15,12348.21,2321.8,1349.99,116.4375,4497.127
2008-02-18,12348.21,2321.8,1349.99,116.4375,4568.151
2008-02-19,12337.22,2306.2,1348.78,115.4219,4664.295
2008-02-20,12427.26,2327.1,1360.03,115.2969,4567.026
2008-02-21,12284.3,2299.78,1342.53,116.5781,4527.177
2008-02-22,12381.02,2303.35,1353.11,116.4219,4370.285
2008-02-25,12570.22,2327.48,1371.8,115.5781,4192.533
2008-02-26,12684.92,2344.99,1381.29,115.9844,4238.179
2008-02-27,12694.28,2353.78,1380.02,116.0625,4334.047
2008-02-28,12582.18,2331.57,1367.68,117.4844,4299.513
2008-02-29,12266.39,2271.48,1330.63,117.2813,4348.543
2008-03-03,12258.9,2258.6,1331.34,117.2031,4438.265
2008-03-04,12213.8,2260.28,1326.75,117.0313,4335.446
2008-03-05,12254.99,2272.81,1333.7,116.3906,4292.654
2008-03-06,12040.39,2220.5,1304.34,116.7656,4360.986
2008-03-07,11893.69,2212.49,1293.37,117.4844,4300.515
2008-03-10,11740.15,2169.34,1273.37,118.2344,4146.299
2008-03-11,12156.81,2255.76,1320.65,116.8906,4165.878
2008-03-12,12110.24,2243.87,1308.77,117.9063,4070.116
2008-03-13,12145.74,2263.61,1315.48,117.8125,3971.257
2008-03-14,11951.09,2212.49,1288.14,119.0938,3962.673
2008-03-17,11972.25,2177.01,1276.6,119.8281,3820.048
2008-03-18,12392.66,2268.26,1330.74,118.9219,3668.897
2008-03-19,12099.66,2209.96,1298.42,119.625,3761.605
2008-03-20,12361.32,2258.11,1329.51,119.8281,3804.054
2008-03-21,12361.32,2258.11,1329.51,119.8281,3796.576
2008-03-24,12548.64,2326.75,1349.88,118.2188,3626.188
2008-03-25,12532.6,2341.05,1352.99,118.5313,3629.619
2008-03-26,12422.86,2324.36,1341.13,118.6563,3606.857
2008-03-27,12302.46,2280.83,1325.76,118.3594,3411.493
2008-03-28,12216.4,2261.18,1315.22,118.7031,3580.146
2008-03-31,12262.89,2279.1,1322.7,118.9531,3472.713
2008-04-01,12654.36,2362.75,1370.18,117.7188,3329.162
2008-04-02,12605.83,2361.4,1367.53,117.4219,3347.882
2008-04-03,12626.03,2363.3,1369.31,117.4219,3446.244
2008-04-07,12612.43,2364.83,1372.54,117.4844,3599.618
2008-04-08,12576.44,2348.76,1365.54,117.4688,3612.539
2008-04-09,12527.26,2322.12,1354.49,118.1875,3413.907
2008-04-10,12581.98,2351.7,1360.55,117.5469,3471.743
2008-04-11,12325.42,2290.24,1332.83,118.2031,3492.893
2008-04-14,12302.06,2275.82,1328.32,117.9219,3296.672
2008-04-15,12362.47,2286.04,1334.43,117.4063,3348.353
2008-04-16,12619.27,2350.11,1364.71,116.5938,3291.599
2008-04-17,12620.49,2341.83,1365.56,116.3594,3222.741
2008-04-18,12849.36,2402.97,1390.33,116.1406,3094.668
2008-04-21,12825.02,2408.04,1388.17,116.3906,3116.977
2008-04-22,12720.23,2376.94,1375.94,116.25,3147.793
2008-04-23,12763.22,2405.21,1379.93,116.0781,3278.33
2008-04-24,12848.95,2428.92,1388.82,115.3125,3583.028
2008-04-25,12891.86,2422.93,1397.84,115.0625,3557.749
2008-04-28,12871.75,2424.4,1396.37,115.3438,3474.722
2008-04-29,12831.94,2426.1,1390.94,115.3906,3523.405
2008-04-30,12820.13,2412.8,1385.59,115.8125,3693.106
2008-05-05,12969.54,2464.12,1407.49,115.0781,3761.009
2008-05-06,13020.83,2483.31,1418.26,114.8438,3733.503
2008-05-07,12814.35,2438.49,1392.57,115.1094,3579.147
2008-05-08,12866.78,2451.24,1397.68,115.7969,3656.839
2008-05-09,12745.88,2445.52,1388.28,116.0625,3613.494
2008-05-12,12876.31,2488.49,1403.58,116.0313,3626.982
2008-05-13,12832.18,2495.12,1403.04,114.9219,3560.243
2008-05-14,12898.38,2496.7,1408.66,114.5625,3657.432
2008-05-15,12992.66,2533.73,1423.57,115.2813,3637.324
2008-05-16,12986.8,2528.85,1425.35,115.2188,3624.233
2008-05-19,13028.16,2516.09,1426.63,115.4063,3604.761
2008-05-20,12828.68,2492.26,1413.4,115.9688,3443.162
2008-05-21,12601.19,2448.27,1390.71,115.6406,3544.186
2008-05-22,12625.62,2464.58,1394.35,114.7344,3485.63
2008-05-23,12479.63,2444.67,1375.93,115.5156,3473.091
2008-05-26,12479.63,2444.67,1375.93,115.5156,3364.544
2008-05-27,12548.35,2481.24,1385.35,114.8125,3375.407
2008-05-28,12594.03,2486.7,1390.84,114.125,3459.026
2008-05-29,12646.22,2508.32,1398.26,112.1563,3401.437
2008-05-30,12638.32,2522.66,1400.38,112.4063,3433.354
2008-06-02,12503.82,2491.53,1385.67,113.2969,3459.044
2008-06-03,12402.85,2480.48,1377.65,114.1406,3436.398
2008-06-04,12390.48,2503.14,1377.2,113.9219,3369.913
2008-06-05,12604.45,2549.94,1404.05,113.25,3351.645
2008-06-06,12209.81,2474.56,1360.68,114.0,3329.67
2008-06-10,12289.76,2448.94,1358.44,112.2969,3072.333
2008-06-11,12083.77,2394.01,1335.49,112.5625,3024.24
2008-06-12,12141.58,2404.35,1339.87,111.4844,2957.532
2008-06-13,12307.35,2454.5,1360.03,111.1563,2868.8
2008-06-16,12269.08,2474.78,1360.14,111.3594,2874.103
2008-06-17,12160.3,2457.73,1350.93,111.75,2794.751
2008-06-18,12029.06,2429.71,1337.81,112.4063,2941.115
2008-06-19,12063.09,2462.06,1342.83,111.8594,2748.874
2008-06-20,11842.69,2406.09,1317.93,112.4844,2831.736
2008-06-23,11842.36,2385.74,1318.0,112.25,2760.417
2008-06-24,11807.43,2368.28,1314.29,112.9375,2803.019
2008-06-25,11811.83,2401.26,1321.97,112.7813,2905.014
2008-06-26,11453.42,2321.37,1283.15,113.6563,2901.85
2008-06-27,11346.51,2315.63,1278.38,113.8281,2748.432
2008-06-30,11350.01,2292.98,1280.0,113.9219,2736.103
2008-07-01,11382.26,2304.97,1284.91,113.875,2651.605
2008-07-02,11215.51,2251.46,1261.52,114.2188,2651.725
2008-07-03,11288.54,2245.38,1262.9,114.3594,2703.529
2008-07-04,11288.54,2245.38,1262.9,114.3594,2669.892
2008-07-07,11231.96,2243.32,1252.31,114.8438,2792.397
2008-07-08,11384.21,2294.44,1273.7,115.2344,2814.947
2008-07-09,11147.44,2234.89,1244.69,115.5,2920.546
2008-07-10,11229.02,2257.85,1253.39,115.6719,2875.45
2008-07-11,11100.54,2239.08,1239.49,114.4219,2856.634
2008-07-14,11055.19,2212.87,1228.3,114.9688,2878.256
2008-07-15,10962.54,2215.71,1214.91,115.4219,2779.448
2008-07-16,11239.28,2284.85,1245.36,114.875,2705.867
2008-07-17,11446.66,2312.3,1260.32,113.8906,2684.778
2008-07-18,11496.57,2282.78,1260.68,113.6094,2778.367
2008-07-21,11467.34,2279.53,1260.0,113.7656,2861.418
2008-07-22,11602.5,2303.96,1277.0,113.4688,2846.117
2008-07-23,11632.38,2325.88,1282.19,113.0156,2837.849
2008-07-24,11349.28,2280.11,1252.54,114.1563,2910.292
2008-07-25,11370.69,2310.53,1257.76,113.4375,2865.101
2008-07-28,11131.08,2264.22,1234.37,114.2656,2903.012
2008-07-29,11397.56,2319.62,1263.2,114.1094,2850.311
2008-07-30,11583.69,2329.72,1284.26,114.1094,2836.668
2008-07-31,11378.02,2325.55,1267.38,114.8281,2775.717
2008-08-01,11326.32,2310.96,1260.31,115.0313,2801.817
2008-08-04,11284.15,2285.56,1249.01,114.8438,2741.74
2008-08-05,11615.77,2349.83,1284.88,114.7031,2690.746
2008-08-06,11656.07,2378.37,1289.19,114.4844,2719.368
2008-08-07,11431.43,2355.73,1266.07,115.5938,2727.577
2008-08-08,11734.32,2414.1,1296.32,115.3125,2605.719
2008-08-11,11782.35,2439.95,1305.32,114.875,2470.074
2008-08-12,11642.47,2430.61,1289.59,115.7188,2457.198
2008-08-13,11532.96,2428.62,1285.83,115.4063,2446.297
2008-08-14,11615.93,2453.67,1292.93,115.8125,2437.082
2008-08-15,11659.9,2452.52,1298.2,116.0938,2450.61
2008-08-18,11479.39,2416.98,1278.6,116.3906,2319.868
2008-08-19,11348.55,2384.36,1266.69,116.2656,2344.469
2008-08-20,11417.43,2389.08,1274.54,116.6563,2523.282
2008-08-21,11430.21,2380.38,1277.72,116.3125,2431.716
2008-08-22,11628.06,2414.71,1292.2,116.0156,2405.226
2008-08-25,11386.25,2365.59,1266.84,116.8125,2413.374
2008-08-26,11412.87,2361.97,1271.51,116.7813,2350.084
2008-08-27,11502.51,2382.46,1281.66,116.9844,2342.147
2008-08-28,11715.18,2411.64,1300.68,115.6875,2350.143
2008-08-29,11543.55,2367.52,1282.83,115.5,2397.369
2008-09-01,11543.55,2367.52,1282.83,115.5,2325.135
2008-09-02,11516.92,2349.24,1277.58,116.2188,2304.891
2008-09-03,11532.88,2333.73,1274.98,116.6094,2276.672
2008-09-04,11188.23,2259.04,1236.83,116.9375,2277.411
2008-09-05,11220.96,2255.88,1242.31,116.625,2202.446
2008-09-08,11510.74,2269.76,1267.79,116.4219,2143.421
2008-09-09,11230.73,2209.81,1224.51,116.9219,2145.779
2008-09-10,11268.92,2228.7,1232.04,116.5156,2150.759
2008-09-11,11433.71,2258.22,1249.05,116.6875,2078.981
2008-09-12,11421.99,2261.27,1251.7,115.9844,2079.673
2008-09-16,11059.02,2207.9,1213.59,117.7031,1986.636
2008-09-17,10609.66,2098.85,1156.39,118.5625,1929.047
2008-09-18,11019.69,2199.1,1206.51,118.4844,1895.837
2008-09-19,11388.44,2273.9,1255.08,115.6406,2075.091
2008-09-22,11015.69,2178.98,1207.09,115.1406,2236.41
2008-09-23,10854.17,2153.33,1188.22,114.8594,2201.51
2008-09-24,10825.17,2155.68,1185.87,115.2344,2216.811
2008-09-25,11022.06,2186.57,1209.18,114.3438,2297.501
2008-09-26,11143.13,2183.34,1213.01,114.8125,2293.784
2008-10-06,9955.5,1862.96,1056.89,117.9688,2173.738
2008-10-07,9447.11,1754.88,996.23,117.1406,2157.839
2008-10-08,9258.1,1740.33,984.94,114.9375,2092.224
2008-10-09,8579.19,1645.12,909.92,113.5313,2074.583
2008-10-10,8451.19,1649.51,899.22,113.5469,2000.572
2008-10-13,9387.61,1844.25,1003.35,112.25,2073.568
2008-10-14,9310.99,1779.01,998.01,112.1406,2017.321
2008-10-15,8577.91,1628.33,907.84,111.9688,1994.667
